department_code,department_name,project_id,project_name,original_folder
01010,도로,202100251,국도37호선 양평 옥천~가평 설악 도로건설공사 기본 및 실시설계용역,\\EstInternetDisk\6-leedh\01010_도로\20210251 국도37호선 양평 옥천~가평 설악 도로건설공사 기본 및 실시설계용역
01010,도로,20210037,고속국도 제400호 수도권 제2순환선 안산-인천 건설공사 기본 및 실시설계용역(제1공구),\\EstInternetDisk\6-leedh\01010_도로\2021037_고속국도 제400호 수도권 제2순환선 안산-인천 건설공사 기본 및 실시설계용역(제1공구)
01010,도로,20210136,청주하이테크밸리 일반산업단지 진입도로 실시설계용역(청주시),\\EstInternetDisk\6-leedh\01010_도로\2021136 청주하이테크밸리 일반산업단지 진입도로 실시설계용역(청주시)
01010,도로,20210156,고양창릉 강변북로 확장 및 화전역-BRT정류장 연계 조사설계용역(LH),\\EstInternetDisk\6-leedh\01010_도로\2021156_고양창릉 강변북로 확장 및 화전역-BRT정류장 연계 조사설계용역(LH)
01010,도로,202200020,남원 주천-고기 국가지원지방도 시설개량공사 기본 및 실시설계용역(익산청),\\EstInternetDisk\6-leedh\01010_도로\20220020_남원 주천-고기 국가지원지방도 시설개량공사 기본 및 실시설계용역(익산청)
01010,도로,202200091,안성 옥산도로(대로1-2호선) 도시관리계획 결정 및 실시설계용역,\\EstInternetDisk\6-leedh\01010_도로\20220091_안성 옥산도로(대로1-2호선) 도시관리계획 결정 및 실시설계용역
01010,도로,202200112,"도성~용신간 도로 기본계획 및 도곡,우곡지구 연결램프 설치공사 실시설계용역(경상북도청)","\\EstInternetDisk\6-leedh\01010_도로\20220112_도성~용신간 도로 기본계획 및 도곡,우곡지구 연결램프 설치공사 실시설계용역(경상북도청)"
01010,도로,202200121,청주 남이 부용 외천~양촌 도로건설공사 기본 및 실시설계용역,\\EstInternetDisk\6-leedh\01010_도로\20220121 청주 남이 부용 외천~양촌 도로건설공사 기본 및 실시설계용역
01010,도로,202200127,국지도86호선 양평서종~가평설악 도로건설공사 기본 및 실시설계용역(서울청),\\EstInternetDisk\6-leedh\01010_도로\20220127_국지도86호선 양평서종~가평설악 도로건설공사 기본 및 실시설계용역(서울청)
01010,도로,202200128,국도31호선 인제 상남-기린 도로건설공사 기본 및 실시설계용역(원주청),\\EstInternetDisk\6-leedh\01010_도로\20220128 국도31호선 인제 상남-기린 도로건설공사 기본 및 실시설계용역(원주청)
01010,도로,202200145,청송 진보-영양 입암 국도건설공사 기본 및 실시설계용역(부산청),\\EstInternetDisk\6-leedh\01010_도로\20220145_청송 진보-영양 입암 국도건설공사 기본 및 실시설계용역(부산청)
01010,도로,202200165,문평~신탄진 도로개설 사업기본 및 실시설계 용역,\\EstInternetDisk\6-leedh\01010_도로\20220165_문평~신탄진 도로개설 사업기본 및 실시설계 용역
01010,도로,202200166,풍암교차로 정체구간 교통처리개선사업 기본 및 실시설계 용역(광주광역시),\\EstInternetDisk\6-leedh\01010_도로\20220166_풍암교차로 정체구간 교통처리개선사업 기본 및 실시설계 용역(광주광역시)
01010,도로,202200170,신림-봉천터널 도로건설공사(1공구) 지하차도 진출입부 위치변경 설계용역 인력지원,\\EstInternetDisk\6-leedh\01010_도로\20220170_신림-봉천터널 도로건설공사(1공구) 지하차도 진출입부 위치변경 설계용역 인력지원
01010,도로,202200180,고속도로 건설사업 사전타당성 검토 용역,\\EstInternetDisk\6-leedh\01010_도로\20220180 고속도로 건설사업 사전타당성 검토 용역
01010,도로,202200208,국지도88호선 영월 주천~한반도 외 1개소 도로건설공사 기본 및 실시설계용역 건설사업관리(설계단계) 및 설계VE용역,\\EstInternetDisk\6-leedh\01010_도로\20220208_국지도88호선 영월 주천~한반도 외 1개소 도로건설공사 기본 및 실시설계용역 건설사업관리(설계단계) 및 설계VE용역
01010,도로,202200213,리도204호선 재설계용역(성남-장호원6 변경설계),\\EstInternetDisk\6-leedh\01010_도로\20220213_리도204호선 재설계용역(성남-장호원6 변경설계)
01010,도로,202200218,제천~영월간 고속도로 건설공사기본 및 실시설계용역(4공구),\\EstInternetDisk\6-leedh\01010_도로\20220218_제천~영월간 고속도로 건설공사기본 및 실시설계용역(4공구)
01010,도로,202200239,노화~평촌 지방도 확포장공사 기본 및 실시설계용역(충청남도),\\EstInternetDisk\6-leedh\01010_도로\20220239_노화~평촌 지방도 확포장공사 기본 및 실시설계용역(충청남도)
01010,도로,202201221,올림픽대로 청담(간이)휴게소 민간제안사업-이태옥BSJ,\\EstInternetDisk\6-leedh\01010_도로\20221221_올림픽대로 청담(간이)휴게소 민간제안사업-이태옥BSJ
01010,도로,202300018,제2경춘국도(남양주~춘천)도로건설공사(제3공구) 실시설계용역(원주청),\\EstInternetDisk\6-leedh\01010_도로\20230018_제2경춘국도(남양주~춘천)도로건설공사(제3공구) 실시설계용역(원주청)
01010,도로,202300040,신림봉천 터널 도로건설공사(1공구) 환기시설 기준 변경 설계 인력지원,\\EstInternetDisk\6-leedh\01010_도로\20230040_신림봉천 터널 도로건설공사(1공구) 환기시설 기준 변경 설계 인력지원
01010,도로,202300050,광주시 도로건설관리계획 농어촌도로기본계획 수립 용역(교통지원),\\EstInternetDisk\6-leedh\01010_도로\20230050 광주시 도로건설관리계획 농어촌도로기본계획 수립 용역(교통지원)
01010,도로,202300066,국지도23호선 안성 대덕~용인 남사 도로건설공사 등 사전기획조사용역(서울청),\\EstInternetDisk\6-leedh\01010_도로\20230066_국지도23호선 안성 대덕~용인 남사 도로건설공사 등 사전기획조사용역(서울청)
01010,도로,202300069,신안 비금-암태 도로건설공사 기본설계용역(익산청),\\EstInternetDisk\6-leedh\01010_도로\20230069_신안 비금-암태 도로건설공사 기본설계용역(익산청)
01010,도로,202300120,구봉산 관광단지 진입도로 개설공사 실시설계 및 도시관리계획 용역(광양시),\\EstInternetDisk\6-leedh\01010_도로\20230120_구봉산 관광단지 진입도로 개설공사 실시설계 및 도시관리계획 용역(광양시)
01010,도로,202300133,황령3터널 도로개설 기본 및 실시설계용역(부산시),\\EstInternetDisk\6-leedh\01010_도로\20230133 황령3터널 도로개설 기본 및 실시설계용역(부산시)
01010,도로,202300134,국가지원지방도32호선(문경 농암 화산-사현) 건설공사 기본 및 실시설계용역(부산지방국토관리청),\\EstInternetDisk\6-leedh\01010_도로\20230134_국가지원지방도32호선(문경 농암 화산-사현) 건설공사 기본 및 실시설계용역(부산지방국토관리청)
01010,도로,202300136,호국로(학정삼거리)입체화사업 기본 및 실시설계용역(대구광역시 도시건설본부),\\EstInternetDisk\6-leedh\01010_도로\20230136_호국로(학정삼거리)입체화사업 기본 및 실시설계용역(대구광역시 도시건설본부)
01010,도로,202300148,도량~지산간 도시계획도로 개설 기본 및 실시설계용역(구미시),\\EstInternetDisk\6-leedh\01010_도로\20230148_도량~지산간 도시계획도로 개설 기본 및 실시설계용역(구미시)
01010,도로,202300149,"수서역세권 공공주택지구 조사설계용역 중 밤고개로 보완설계 및 실시계획 변경인가(LH-도화,동명,선진)","\\EstInternetDisk\6-leedh\01010_도로\20230149_수서역세권 공공주택지구 조사설계용역 중 밤고개로 보완설계 및 실시계획 변경인가(LH-도화,동명,선진)"
01010,도로,202300153,고속국도 제55호 중앙선(김해공항～대동) 확장공사타당성 및 기본설계(도로공사),\\EstInternetDisk\6-leedh\01010_도로\20230153_고속국도 제55호 중앙선(김해공항～대동) 확장공사타당성 및 기본설계(도로공사)
01010,도로,202300174,단양군 생활권 보행환경 종합정비사업 실시설계 용역(단양군),\\EstInternetDisk\6-leedh\01010_도로\20230174_단양군 생활권 보행환경 종합정비사업 실시설계 용역(단양군)
01010,도로,202300181,무주 적상지구 지방도 확포장공사 실시설계용역(전라북도),\\EstInternetDisk\6-leedh\01010_도로\20230181_무주 적상지구 지방도 확포장공사 실시설계용역(전라북도)
01010,도로,202300185,성남~장호원(6-1공구) STA.1+742지점 교량설계 용역,\\EstInternetDisk\6-leedh\01010_도로\20230185_성남~장호원(6-1공구) STA.1+742지점 교량설계 용역
01010,도로,202300191,소양교 보도육교 실시설계용역,\\EstInternetDisk\6-leedh\01010_도로\20230191_소양교 보도육교 실시설계용역
01010,도로,202300193,2023년 6~7월 집중호우 지방도 재해복구사업 실시설계용역(경상북도),\\EstInternetDisk\6-leedh\01010_도로\20230193_2023년 6~7월 집중호우 지방도 재해복구사업 실시설계용역(경상북도)
01010,도로,202300200,삼암-명목간 도로확포장공사 실시설계용역(안성시),\\EstInternetDisk\6-leedh\01010_도로\20230200_삼암-명목간 도로확포장공사 실시설계용역(안성시)
01010,도로,202300209,서울청 국도체계 수립방안(가칭),\\EstInternetDisk\6-leedh\01010_도로\20230209_서울청 국도체계 수립방안(가칭)
01010,도로,202400004,국도31호선 영월군 북면 문곡_연덕 도로조사 기술지원(오대ENG),\\EstInternetDisk\6-leedh\01010_도로\20240004 국도31호선 영월군 북면 문곡_연덕 도로조사 기술지원(오대ENG)
01010,도로,202400029,북면농어촌도로 103호(백담선)도로교통개선사업 타당성조사 및 기본계획 검토용역(인제군),\\EstInternetDisk\6-leedh\01010_도로\20240029 북면농어촌도로 103호(백담선)도로교통개선사업 타당성조사 및 기본계획 검토용역(인제군)
01010,도로,202400036,승학터널(민간투자사업)건설사업관리,\\EstInternetDisk\6-leedh\01010_도로\20240036_승학터널(민간투자사업)건설사업관리
01010,도로,202400072,위도~식도(1단계)지방도 확포장공사 기본 및 실시설계용역(전라북도),\\EstInternetDisk\6-leedh\01010_도로\20240072_위도~식도(1단계)지방도 확포장공사 기본 및 실시설계용역(전라북도)
01010,도로,202400073,백운~천천2단계 지방도 확포장공사 기본 및 실시설계용역(전라북도),\\EstInternetDisk\6-leedh\01010_도로\20240073_백운~천천2단계 지방도 확포장공사 기본 및 실시설계용역(전라북도)
01010,도로,202400095,대산그린컴플렉스 일반산단 진입도로 개설공사 기본및실시설계용역(서산시),\\EstInternetDisk\6-leedh\01010_도로\20240095_대산그린컴플렉스 일반산단 진입도로 개설공사 기본및실시설계용역(서산시)
01010,도로,202400100,진천 메가폴리스산업단지 진입도로 건설공사 실시설계용역(진천군),\\EstInternetDisk\6-leedh\01010_도로\20240100_진천 메가폴리스산업단지 진입도로 건설공사 실시설계용역(진천군)
01010,도로,202400101,국도17호선 여수 소라 덕양교차로 개선공사 실시설계용역(익산청),\\EstInternetDisk\6-leedh\01010_도로\20240101_국도17호선 여수 소라 덕양교차로 개선공사 실시설계용역(익산청)
01010,도로,202400139,강원권 도로망계획 수립용역(원주청),\\EstInternetDisk\6-leedh\01010_도로\20240139_강원권 도로망계획 수립용역(원주청)
01010,도로,202400151,대동~매리 종점부 선형변경 및 실시설계용역(경상남도-남해종합개발),\\EstInternetDisk\6-leedh\01010_도로\20240151_대동~매리 종점부 선형변경 및 실시설계용역(경상남도-남해종합개발)
01010,도로,202400189,00민자고속도로 개발사업 도로분야 계획 및 설계용역_셀파,\\EstInternetDisk\6-leedh\01010_도로\20240189 00민자고속도로 개발사업 도로분야 계획 및 설계용역_셀파
01010,도로,202400192,제2경인선 용현학익 1블록(2~7구역) 방음시설 설치공사 실시설계 엔지니어링 (2공구)_(한국도로공사),\\EstInternetDisk\6-leedh\01010_도로\20240192_제2경인선 용현학익 1블록(2~7구역) 방음시설 설치공사 실시설계 엔지니어링 (2공구)_(한국도로공사)
01010,도로,202400193,제2경인선 용현학익 1블록(2~7구역) 방음시설 설치공사 실시설계 엔지니어링 (3공구)_(한국도로공사),\\EstInternetDisk\6-leedh\01010_도로\20240193_제2경인선 용현학익 1블록(2~7구역) 방음시설 설치공사 실시설계 엔지니어링 (3공구)_(한국도로공사)
01010,도로,202400200,황금대교_현곡 금장간 도로개설공사 기본계획수립용역(경주시_청명수행),\\EstInternetDisk\6-leedh\01010_도로\20240200_황금대교_현곡 금장간 도로개설공사 기본계획수립용역(경주시_청명수행)
01010,도로,202400214,양기~양지 도로확포장공사 기본 및 실시설계용역,\\EstInternetDisk\6-leedh\01010_도로\20240214_양기~양지 도로확포장공사 기본 및 실시설계용역
01010,도로,202400244,"둔포원도심연결도로구축사업 기본, 실시설계 및 도시관리계획결정용역(아산시)","\\EstInternetDisk\6-leedh\01010_도로\20240244_둔포원도심연결도로구축사업 기본, 실시설계 및 도시관리계획결정용역(아산시)"
01010,도로,202500002,중앙고속도로 확장에 따른 초정교 경간조정 재설계 용역,\\EstInternetDisk\6-leedh\01010_도로\20250002_중앙고속도로 확장에 따른 초정교 경간조정 재설계 용역
01020,공항인프라,201600157,울릉공항건설 기본설계,\\EstInternetDisk\6-leedh\01020_공항인프라\20160157_울릉공항건설 기본설계
01020,공항인프라,201700122,김해신공항 건설사업 타당성평가 및 기본계획 수립,\\EstInternetDisk\6-leedh\01020_공항인프라\20170122_김해신공항 건설사업 타당성평가 및 기본계획 수립
01020,공항인프라,201700168,남해안 남중권 공항입지 적정지역 예비조사,\\EstInternetDisk\6-leedh\01020_공항인프라\20170168_남해안 남중권 공항입지 적정지역 예비조사
01020,공항인프라,201800006,김포공항개발 마스터플랜(Master Plan) 수립,\\EstInternetDisk\6-leedh\01020_공항인프라\20180006_김포공항개발 마스터플랜(Master Plan) 수립
01020,공항인프라,201900056,무안국제공항 활주로 연장 기본설계용역,\\EstInternetDisk\6-leedh\01020_공항인프라\20190056_무안국제공항 활주로 연장 기본설계용역
01020,공항인프라,202000143,새만금신공항 건설사업 타당성평가 및 기본계획 수립,\\EstInternetDisk\6-leedh\01020_공항인프라\20200143_새만금신공항 건설사업 타당성평가 및 기본계획 수립
01020,공항인프라,202000249,무안국제공항 활주로 연장 실시설계용역,\\EstInternetDisk\6-leedh\01020_공항인프라\20200249_무안국제공항 활주로 연장 실시설계용역
01020,공항인프라,202200083,가덕도 신공항 조속건설 및 경쟁력 확보방안 연구용역,\\EstInternetDisk\6-leedh\01020_공항인프라\20220083_가덕도 신공항 조속건설 및 경쟁력 확보방안 연구용역
01020,공항인프라,202300208,공항인프라사업부-도로부 이관사업(완료),\\EstInternetDisk\6-leedh\01020_공항인프라\20230208_공항인프라사업부-도로부 이관사업(완료)
01020,공항인프라,202300236,지방공항 개발 로드맵 수립용역,\\EstInternetDisk\6-leedh\01020_공항인프라\20230236_지방공항 개발 로드맵 수립용역
01020,공항인프라,C201600153,광주 군공항 이전적정지역 조사 분석,\\EstInternetDisk\6-leedh\01020_공항인프라\C20160153_광주 군공항 이전적정지역 조사 분석
01020,공항인프라,C202300087,(용역)새만금국제공항 건설공사 기본설계 설계용역(공항토질 및 기초),\\EstInternetDisk\6-leedh\01020_공항인프라\C20230087_(용역)새만금국제공항 건설공사 기본설계 설계용역(공항토질 및 기초)
01020,공항인프라,C202300101,백령도 소형공항 건설사업 타당성평가 및 기본계획 수립,\\EstInternetDisk\6-leedh\01020_공항인프라\C20230101_백령도 소형공항 건설사업 타당성평가 및 기본계획 수립
01020,공항인프라,C202300236,지방공항 개발 로드맵 수립용역,\\EstInternetDisk\6-leedh\01020_공항인프라\C20230236_지방공항 개발 로드맵 수립용역
01020,공항인프라,C202400022,대구경북통합신공항(민항) 건설사업 사업계획 적정성 검토의 공항부문 기술적 검토 및 비용추정,\\EstInternetDisk\6-leedh\01020_공항인프라\C20240022_대구경북통합신공항(민항) 건설사업 사업계획 적정성 검토의 공항부문 기술적 검토 및 비용추정
01030,구조,20070209,양주회천지구 택지개발사업 도시조성공사 실시설계용역,\\EstInternetDisk\6-leedh\01030_구조\2007209 양주회천지구 택지개발사업 도시조성공사 실시설계용역
01030,구조,20080085,시흥시 죽율~장현~목감간 도로 기본 및 실시설계용역(LH)_(비주관),\\EstInternetDisk\6-leedh\01030_구조\2008085_시흥시 죽율~장현~목감간 도로 기본 및 실시설계용역(LH)_(비주관)
01030,구조,20080183,탄천변 동측도로 확장공사 실시설계용역,\\EstInternetDisk\6-leedh\01030_구조\2008183 탄천변 동측도로 확장공사 실시설계용역
01030,구조,20090075,진접-내촌1공구(균열발생사고후),\\EstInternetDisk\6-leedh\01030_구조\2009075_진접-내촌1공구(균열발생사고후)
01030,구조,20130065,동향-안성 국지도 시설개량공사 기본 및 실시설계,\\EstInternetDisk\6-leedh\01030_구조\2013065 동향-안성 국지도 시설개량공사 기본 및 실시설계
01030,구조,20140002,바네가스,\\EstInternetDisk\6-leedh\01030_구조\2014002 바네가스
01030,구조,20150134,순천00 도시첨단 산업단지 조성공사,\\EstInternetDisk\6-leedh\01030_구조\2015134_순천00 도시첨단 산업단지 조성공사
01030,구조,20160003,시흥은계지구 조사설계,\\EstInternetDisk\6-leedh\01030_구조\2016003 시흥은계지구 조사설계
01030,구조,20160016,인천검단지구 내 도시시설물 기본 및 실시설계용역(구조물분야),\\EstInternetDisk\6-leedh\01030_구조\2016016 인천검단지구 내 도시시설물 기본 및 실시설계용역(구조물분야)
01030,구조,20160155,태릉-구리IC간 광역도로확장 기본 및 실시설계,\\EstInternetDisk\6-leedh\01030_구조\2016155 태릉-구리IC간 광역도로확장 기본 및 실시설계
01030,구조,20160169,고속국도제400호선 파주-양주포천간 건설공사(제4공구) 실시설계 기술제안입찰,\\EstInternetDisk\6-leedh\01030_구조\2016169 고속국도제400호선 파주-양주포천간 건설공사(제4공구) 실시설계 기술제안입찰
01030,구조,20170001,한-미얀마 우정의교량(Dala) 건설사업 설계 및 감리,\\EstInternetDisk\6-leedh\01030_구조\2017001 한-미얀마 우정의교량(Dala) 건설사업 설계 및 감리
01030,구조,201700025,새만금 남북도로 건설공사 1단계(4공구) 기본설계용역,\\EstInternetDisk\6-leedh\01030_구조\20170025 새만금 남북도로 건설공사 1단계(4공구) 기본설계용역
01030,구조,201700127,4단계 Landside시설 기본 및 실시설계 용역,\\EstInternetDisk\6-leedh\01030_구조\20170127_4단계 Landside시설 기본 및 실시설계 용역
01030,구조,201700131,새만금 남북도로 건설공사 1단계(4공구) 실시설계용역,\\EstInternetDisk\6-leedh\01030_구조\20170131 새만금 남북도로 건설공사 1단계(4공구) 실시설계용역
01030,구조,20170028,제2엑스포교 건설공사 설계관리용역(토목) 제2엑스포교 건설공사 설계용역,\\EstInternetDisk\6-leedh\01030_구조\2017028 제2엑스포교 건설공사 설계관리용역(토목) 제2엑스포교 건설공사 설계용역
01030,구조,20170040,오산역환승주차장연결도로,\\EstInternetDisk\6-leedh\01030_구조\2017040 오산역환승주차장연결도로
01030,구조,20170069,고속국도제400호선 파주-양주포천간 건설공사(제4공구) 실시설계 기술제안 반영설계,\\EstInternetDisk\6-leedh\01030_구조\2017069 고속국도제400호선 파주-양주포천간 건설공사(제4공구) 실시설계 기술제안 반영설계
01030,구조,201800080,평택호 강변도로 외 1개소 도로개설 기본 및 실시설계 용역,\\EstInternetDisk\6-leedh\01030_구조\20180080_평택호 강변도로 외 1개소 도로개설 기본 및 실시설계 용역
01030,구조,201800107,성남-장호원 도로건설공사(제6공구) 기본 및 실시설계,\\EstInternetDisk\6-leedh\01030_구조\20180107 성남-장호원 도로건설공사(제6공구) 기본 및 실시설계
01030,구조,20180015,웅동교재설계,\\EstInternetDisk\6-leedh\01030_구조\2018015_웅동교재설계
01030,구조,20180029,경원선 및 교외선 기본 교량 구조물 상부 방음벽 설치에 따른 검증보고서 및 생애주기비용(LCC)보고서 섬토 및 협의용역,\\EstInternetDisk\6-leedh\01030_구조\2018029 경원선 및 교외선 기본 교량 구조물 상부 방음벽 설치에 따른 검증보고서 및 생애주기비용(LCC)보고서 섬토 및 협의용역
01030,구조,20180053,아르메니아-조지아 New Bagratashen Bridge 시공감리용역,\\EstInternetDisk\6-leedh\01030_구조\2018053 아르메니아-조지아 New Bagratashen Bridge 시공감리용역
01030,구조,20180061,평택동부 고속화도로 민간투자사업 실시설계,\\EstInternetDisk\6-leedh\01030_구조\2018061 평택동부 고속화도로 민간투자사업 실시설계
01030,구조,20180076,영락공원 및 금호로렌시아-(s-disk 이동진행),\\EstInternetDisk\6-leedh\01030_구조\2018076 영락공원 및 금호로렌시아-(s-disk 이동진행)
01030,구조,201900014,국가지원지방도30호선(밀양무안~신법) 건설공사 기본 및 실시설계용역,\\EstInternetDisk\6-leedh\01030_구조\20190014 국가지원지방도30호선(밀양무안~신법) 건설공사 기본 및 실시설계용역
01030,구조,20190010,미얀마 킹스뱅크항 등 항만 기본계획수립 및 타당성조사,\\EstInternetDisk\6-leedh\01030_구조\2019010_미얀마 킹스뱅크항 등 항만 기본계획수립 및 타당성조사
01030,구조,201900108,교동택지~산업단지간 도로개설공사 실시설계 용역,\\EstInternetDisk\6-leedh\01030_구조\20190108 교동택지~산업단지간 도로개설공사 실시설계 용역
01030,구조,201900149,상예(대로1-1-1호선) 도시계획도로 확장공사,\\EstInternetDisk\6-leedh\01030_구조\20190149_상예(대로1-1-1호선) 도시계획도로 확장공사
01030,구조,20190057,신도시~공단진입도시계획 도로(대로3-1호선) 확포장 공사,\\EstInternetDisk\6-leedh\01030_구조\2019057_신도시~공단진입도시계획 도로(대로3-1호선) 확포장 공사
01030,구조,20190071,신진주역세권~국도2호선간 연결도로개설공사 기본 및 실시설계 용역,\\EstInternetDisk\6-leedh\01030_구조\2019071 신진주역세권~국도2호선간 연결도로개설공사 기본 및 실시설계 용역
01030,구조,20190122,정선읍 신도로망 구축 타당성조사용역,\\EstInternetDisk\6-leedh\01030_구조\2019122 정선읍 신도로망 구축 타당성조사용역
01030,구조,20190168,달리도-외달도간 보행연도교 개설공사 기본 및 실시설계용역,\\EstInternetDisk\6-leedh\01030_구조\2019168 달리도-외달도간 보행연도교 개설공사 기본 및 실시설계용역
01030,구조,20190170,고속국도 제400호선 파주~양주.포천간 건설공사[제4공구] 사장교 기술자문 용역,\\EstInternetDisk\6-leedh\01030_구조\2019170 고속국도 제400호선 파주~양주.포천간 건설공사[제4공구] 사장교 기술자문 용역
01030,구조,20190207,화천대교건설공사기본및실시설계용역,\\EstInternetDisk\6-leedh\01030_구조\2019207_화천대교건설공사기본및실시설계용역
01030,구조,20190217,금호워터폴리스 산업단지 진입도로 건설 기본 및 실시설계,\\EstInternetDisk\6-leedh\01030_구조\2019217_금호워터폴리스 산업단지 진입도로 건설 기본 및 실시설계
01030,구조,20190230,국지도28호선 삼척 미로~하장 도로건설공사 기본 및 실시설계용역 건설사업관리 및 설계VE용역,\\EstInternetDisk\6-leedh\01030_구조\2019230_국지도28호선 삼척 미로~하장 도로건설공사 기본 및 실시설계용역 건설사업관리 및 설계VE용역
