project_id,department_code,department_name,project_name,original_folder
20020022,99999,준공,2002022_제2경인 연결(안양-성남간) 고속도로 민간투자사업 기본설계용역,"99999_준공\01. 도로, 공항부\2002022_제2경인 연결(안양-성남간) 고속도로 민간투자사업 기본설계용역"
20020026,99999,준공,2002026_철암-백산간 철암천2교량외 13개소 구조물 보강 실시설계용역,99999_준공\07. 철도설계부\2002026_철암-백산간 철암천2교량외 13개소 구조물 보강 실시설계용역
20020045,99999,준공,2002045_동해선 영해-평해간 철도건설 노반 기본설계(총체),99999_준공\07. 철도설계부\2002045_동해선 영해-평해간 철도건설 노반 기본설계(총체)
20020049,04020,도시설계,2002049 용인 신봉구역 도시개발사업 기본 및 실시설계(특수구조물 포함),04020_도시설계\2002049 용인 신봉구역 도시개발사업 기본 및 실시설계(특수구조물 포함)
20020054,99999,준공,2002054_인문고교 진입 도시계획도로 개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2002054_인문고교 진입 도시계획도로 개설공사 실시설계용역"
20020057,99999,준공,2002057_자전거도로 설치공사 실시설계용역,"99999_준공\01. 도로, 공항부\2002057_자전거도로 설치공사 실시설계용역"
20020058,99999,준공,2002058_매곡지방산업단지 진입로등 확장공사 실시설계용역,"99999_준공\01. 도로, 공항부\2002058_매곡지방산업단지 진입로등 확장공사 실시설계용역"
20020059,99999,준공,2002059_광주선 송정리-광주간 죽림건널목외 1개소 입체화 실시설계,99999_준공\07. 철도설계부\2002059_광주선 송정리-광주간 죽림건널목외 1개소 입체화 실시설계
20020062,99999,준공,2002062_보령성주.서천판교 우회도로 건설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2002062_보령성주.서천판교 우회도로 건설공사 실시설계용역"
20020063,04020,도시설계,2002063 성남판교지구 택지개발사업 조사설계용역,04020_도시설계\2002063 성남판교지구 택지개발사업 조사설계용역
20020064,99999,준공,2002064_하동-화개 국도확장공사 실시설계용역,"99999_준공\01. 도로, 공항부\2002064_하동-화개 국도확장공사 실시설계용역"
20020078,99999,준공,2002078_행주대교 남측 도로망 종합개선 실시설계용역,"99999_준공\01. 도로, 공항부\2002078_행주대교 남측 도로망 종합개선 실시설계용역"
20020081,99999,준공,2002081_88올림픽고속도로(담양-성산간)확장공사 실시설계용역(제7공구),"99999_준공\01. 도로, 공항부\2002081_88올림픽고속도로(담양-성산간)확장공사 실시설계용역(제7공구)"
20020094,99999,준공,2002094_진주-완사간 도로4차선 확장 및 포장공사중 삼계입체교차로 실시설계,"99999_준공\01. 도로, 공항부\2002094_진주-완사간 도로4차선 확장 및 포장공사중 삼계입체교차로 실시설계"
20020096,99999,준공,2002096_산업로(홍명고-회학마을)확장공사 설계변경용역,"99999_준공\01. 도로, 공항부\2002096_산업로(홍명고-회학마을)확장공사 설계변경용역"
20020099,99999,준공,2002099_강화해안순환도로 확.포장공사(3공구) 실시설계변경용역,"99999_준공\01. 도로, 공항부\2002099_강화해안순환도로 확.포장공사(3공구) 실시설계변경용역"
20020102,99999,준공,2002102_기존 강변북로 구조개선공사 실시설계용역,"99999_준공\01. 도로, 공항부\2002102_기존 강변북로 구조개선공사 실시설계용역"
20020108,99999,준공,2002108_상리동∼세방골간 도로건설 실시설계용역,"99999_준공\01. 도로, 공항부\2002108_상리동∼세방골간 도로건설 실시설계용역"
20020109,99999,준공,2002109_왜관일반지방산업2단지 진입도로 건설공사 조사설계용역,"99999_준공\01. 도로, 공항부\2002109_왜관일반지방산업2단지 진입도로 건설공사 조사설계용역"
20020111,99999,준공,2002111_문원1.2단지간 자전거도로공사 실시설계용역,"99999_준공\01. 도로, 공항부\2002111_문원1.2단지간 자전거도로공사 실시설계용역"
20030003,99999,준공,2003003_산업로 배면도로(농소2 I_C~약수I_C) 개설공사,"99999_준공\01. 도로, 공항부\2003003_산업로 배면도로(농소2 I_C~약수I_C) 개설공사"
20030009,99999,준공,2003009_국도19호선 장안7지구 낙석산사태 위험지구 개선공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003009_국도19호선 장안7지구 낙석산사태 위험지구 개선공사 실시설계용역"
20030012,99999,준공,2003012_동해선 효문~호계간 78k100(좌)부근 방음벽설치 설계용역,99999_준공\07. 철도설계부\2003012_동해선 효문~호계간 78k100(좌)부근 방음벽설치 설계용역
20030013,99999,준공,2003013_현리시가지 우회도로 개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003013_현리시가지 우회도로 개설공사 실시설계용역"
20030015,99999,준공,2003015_국도79호선 산지지구 위험도로 개량공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003015_국도79호선 산지지구 위험도로 개량공사 실시설계용역"
20030017,99999,준공,2003017_국도17호선 군내지구 위험도로 개수공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003017_국도17호선 군내지구 위험도로 개수공사 실시설계용역"
20030024,99999,준공,2003024_석수3동 충훈부~석수도서관간 도로개설공사외 1개소 실시설계용역,"99999_준공\01. 도로, 공항부\2003024_석수3동 충훈부~석수도서관간 도로개설공사외 1개소 실시설계용역"
20030025,99999,준공,2003025_국도35호선 천지1지구 교차로 개선공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003025_국도35호선 천지1지구 교차로 개선공사 실시설계용역"
20030027,99999,준공,2003027_평택시 국도1호선 우회도로 개설공사 기본설계용역,"99999_준공\01. 도로, 공항부\2003027_평택시 국도1호선 우회도로 개설공사 기본설계용역"
20030029,99999,준공,"2003029_2003 시도,농어촌도로 표지판정비공사 실시설계용역","99999_준공\01. 도로, 공항부\2003029_2003 시도,농어촌도로 표지판정비공사 실시설계용역"
20030030,99999,준공,2003030_탄벌1동 마을진입로(시도35호선)확포장공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003030_탄벌1동 마을진입로(시도35호선)확포장공사 실시설계용역"
20030031,99999,준공,2003031_태백선 태백-문곡간 96k600부근외 2개소 방음벽설치 실시설계용역,99999_준공\07. 철도설계부\2003031_태백선 태백-문곡간 96k600부근외 2개소 방음벽설치 실시설계용역
20030033,99999,준공,2003033_경부선 심천-영동간 211km900(상우)부근 방음벽설치 실시설계,99999_준공\07. 철도설계부\2003033_경부선 심천-영동간 211km900(상우)부근 방음벽설치 실시설계
20030034,99999,준공,2003034_국도17호선 완주 구만지내외 1개소 노폭확장공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003034_국도17호선 완주 구만지내외 1개소 노폭확장공사 실시설계용역"
20030040,99999,준공,2003040_울산~포항 복선전철 타당성조사 및 기본계획,99999_준공\07. 철도설계부\2003040_울산~포항 복선전철 타당성조사 및 기본계획
20030043,99999,준공,2003043_대전~서대전간 용두천(단)외 6개소 유도상화 기타공사 실시설계,99999_준공\07. 철도설계부\2003043_대전~서대전간 용두천(단)외 6개소 유도상화 기타공사 실시설계
20030052,99999,준공,2003052_탄벌~역동간(시도27호선) 도로개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003052_탄벌~역동간(시도27호선) 도로개설공사 실시설계용역"
20030054,99999,준공,2003054_포천도시계획도로(중로1-4호선) 개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003054_포천도시계획도로(중로1-4호선) 개설공사 실시설계용역"
20030074,99999,준공,2003074_동탄~수원간 도로건설사업 조사설계용역,"99999_준공\01. 도로, 공항부\2003074_동탄~수원간 도로건설사업 조사설계용역"
20030077,99999,준공,2003077_호남고속도로 106km지점 선형개량공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003077_호남고속도로 106km지점 선형개량공사 실시설계용역"
20030079,99999,준공,2003079_청주시국도대체우회도로(휴암~오등)건설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003079_청주시국도대체우회도로(휴암~오등)건설공사 실시설계용역"
20030083,99999,준공,2003083_동해~삼척고속도로 타당성조사 및 기본설계용역,"99999_준공\01. 도로, 공항부\2003083_동해~삼척고속도로 타당성조사 및 기본설계용역"
20030084,99999,준공,2003084_남평우회도로 축조 및 포장공사 중 설계용역,"99999_준공\01. 도로, 공항부\2003084_남평우회도로 축조 및 포장공사 중 설계용역"
20030086,99999,준공,2003086_대덕연구단지지원도로 건설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003086_대덕연구단지지원도로 건설공사 실시설계용역"
20030093,99999,준공,2003093_신장항역 진입도로 실시설계,99999_준공\07. 철도설계부\2003093_신장항역 진입도로 실시설계
20030097,99999,준공,2003097_영동선 옥계-정동진간 밤재터널외 2개소 보강공사 실시설계용역,99999_준공\07. 철도설계부\2003097_영동선 옥계-정동진간 밤재터널외 2개소 보강공사 실시설계용역
20030099,99999,준공,2003099_황계~병점간 도로확포장공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003099_황계~병점간 도로확포장공사 실시설계용역"
20030101,99999,준공,2003101_남동로~만수3택지간 도로개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003101_남동로~만수3택지간 도로개설공사 실시설계용역"
20030103,99999,준공,2003103_영월~방림(1) 도로건설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003103_영월~방림(1) 도로건설공사 실시설계용역"
20030107,99999,준공,2003107_도로정비 기본계획 수립용역,"99999_준공\01. 도로, 공항부\2003107_도로정비 기본계획 수립용역"
20030111,99999,준공,2003111_국가지원지방도30호선(동읍~봉강)건설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003111_국가지원지방도30호선(동읍~봉강)건설공사 실시설계용역"
20030112,99999,준공,2003112_부안~고창간 도로건설공사 기본설계용역,"99999_준공\01. 도로, 공항부\2003112_부안~고창간 도로건설공사 기본설계용역"
20030115,99999,준공,2003115_다운~구영간 도로(중로1류-45호선) 개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003115_다운~구영간 도로(중로1류-45호선) 개설공사 실시설계용역"
20030120,99999,준공,2003120_광양항 부두내 도로(2공구) 건설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003120_광양항 부두내 도로(2공구) 건설공사 실시설계용역"
20030121,99999,준공,2003121_중1-19호선(2단계)도로개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003121_중1-19호선(2단계)도로개설공사 실시설계용역"
20030122,99999,준공,2003122_울산.미포 국가산업단지(효문공단) 도로개설 실시설계용역,"99999_준공\01. 도로, 공항부\2003122_울산.미포 국가산업단지(효문공단) 도로개설 실시설계용역"
20030125,99999,준공,2003125_이동~고속도로간 도시계획도로개설공사 기본 및 실시설계용역,"99999_준공\01. 도로, 공항부\2003125_이동~고속도로간 도시계획도로개설공사 기본 및 실시설계용역"
20030136,99999,준공,2003136_국도1호선 확.포장 및 지하차도 설치공사 기본 및 실시설계용역,"99999_준공\01. 도로, 공항부\2003136_국도1호선 확.포장 및 지하차도 설치공사 기본 및 실시설계용역"
20030139,99999,준공,2003139_국도7호선 낙풍2지구 법면보호공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003139_국도7호선 낙풍2지구 법면보호공사 실시설계용역"
20030145,99999,준공,2003145_춘천~양양간 고속도로(동홍천~양양간)건설공사 실시설계용역(제5공구),"99999_준공\01. 도로, 공항부\2003145_춘천~양양간 고속도로(동홍천~양양간)건설공사 실시설계용역(제5공구)"
20030146,99999,준공,2003146_송도지식정보산업단지 진입도로 개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2003146_송도지식정보산업단지 진입도로 개설공사 실시설계용역"
20030147,99999,준공,"2003147_태전동(중로2-14,-15호선) 도시계획도로 개설공사 실시설계용역","99999_준공\01. 도로, 공항부\2003147_태전동(중로2-14,-15호선) 도시계획도로 개설공사 실시설계용역"
20030150,99999,준공,2003150_동해선 후포~기성간(9공구) 철도건설 노반 실시설계용역,99999_준공\07. 철도설계부\2003150_동해선 후포~기성간(9공구) 철도건설 노반 실시설계용역
20030151,99999,준공,2003151_대전~세천간 167km420(하좌)부근외 3개소 방음벽설치 실시설계용역,99999_준공\07. 철도설계부\2003151_대전~세천간 167km420(하좌)부근외 3개소 방음벽설치 실시설계용역
20030153,99999,준공,2003153_부산항 부두순환도로(2공구 종점부) 개설 실시설계용역,"99999_준공\01. 도로, 공항부\2003153_부산항 부두순환도로(2공구 종점부) 개설 실시설계용역"
20040003,99999,준공,2004003_평화로~중앙고교간 도로개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004003_평화로~중앙고교간 도로개설공사 실시설계용역"
20040005,99999,준공,2004005_영덕~양재간 고속도로 민간투자사업 실시설계용역,"99999_준공\01. 도로, 공항부\2004005_영덕~양재간 고속도로 민간투자사업 실시설계용역"
20040016,99999,준공,2004016_전곡도시계획도로(3개노선) 개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004016_전곡도시계획도로(3개노선) 개설공사 실시설계용역"
20040017,99999,준공,2004017_영덕~양재 고속도로 민간투자사업 측량조사용역,"99999_준공\01. 도로, 공항부\2004017_영덕~양재 고속도로 민간투자사업 측량조사용역"
20040018,99999,준공,"2004018_안양9동 976-1, 안양3동 주차장조성 현황측량 및 실시설계용역","99999_준공\01. 도로, 공항부\2004018_안양9동 976-1, 안양3동 주차장조성 현황측량 및 실시설계용역"
20040021,99999,준공,2004021_경부선 영동~황간(하좌)216km900 부근외 1개소 낙석방지책 설치에 따른 실시설계,99999_준공\07. 철도설계부\2004021_경부선 영동~황간(하좌)216km900 부근외 1개소 낙석방지책 설치에 따른 실시설계
20040023,99999,준공,2004023_철산동 472번지선외 2개소 도로개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004023_철산동 472번지선외 2개소 도로개설공사 실시설계용역"
20040024,99999,준공,2004024_국도1호선 확.포장공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004024_국도1호선 확.포장공사 실시설계용역"
20040025,99999,준공,2004025_군도9호선 위험도로 개량공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004025_군도9호선 위험도로 개량공사 실시설계용역"
20040028,99999,준공,2004028_국도37호선 양평~설악간 3.9km~3.3km 천안지구 위험도로 개량공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004028_국도37호선 양평~설악간 3.9km~3.3km 천안지구 위험도로 개량공사 실시설계용역"
20040035,99999,준공,2004035_신궁~신대간(2차구간) 도로 확.포장공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004035_신궁~신대간(2차구간) 도로 확.포장공사 실시설계용역"
20040039,99999,준공,2004039_광양~전주간 고속도로로 제16공구 용지경계표주 설치용역,"99999_준공\01. 도로, 공항부\2004039_광양~전주간 고속도로로 제16공구 용지경계표주 설치용역"
20040041,99999,준공,2004041_세천~옥천간 증약터널(상하)외 10개소 터널보강 기타공사 실시설계용역,99999_준공\07. 철도설계부\2004041_세천~옥천간 증약터널(상하)외 10개소 터널보강 기타공사 실시설계용역
20040049,99999,준공,2004049_문봉~설문간 도로개설공사 기본설계용역,"99999_준공\01. 도로, 공항부\2004049_문봉~설문간 도로개설공사 기본설계용역"
20040052,99999,준공,2004052_광암교~캠프호비간 도로개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004052_광암교~캠프호비간 도로개설공사 실시설계용역"
20040054,99999,준공,2004054_가평~현리간 도로확포장공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004054_가평~현리간 도로확포장공사 실시설계용역"
20040058,99999,준공,2004058_광양항 서측 배후철도 건설사업 기초조사용역,99999_준공\07. 철도설계부\2004058_광양항 서측 배후철도 건설사업 기초조사용역
20040066,99999,준공,2004066_고양동 제2일단의 주택지조성사업지구내 도시계획도로 실시설계,"99999_준공\01. 도로, 공항부\2004066_고양동 제2일단의 주택지조성사업지구내 도시계획도로 실시설계"
20040068,99999,준공,2004068_호남권 내륙화물기지인입철도건설 궤도실시설계,99999_준공\07. 철도설계부\2004068_호남권 내륙화물기지인입철도건설 궤도실시설계
20040069,99999,준공,2004069_안양3동 협심새마을금고뒤 도로개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004069_안양3동 협심새마을금고뒤 도로개설공사 실시설계용역"
20040070,99999,준공,2004070_율리~상작간(대3-76호선) 도로개설공사 기본 및 실시설계용역,"99999_준공\01. 도로, 공항부\2004070_율리~상작간(대3-76호선) 도로개설공사 기본 및 실시설계용역"
20040074,99999,준공,2004074_동부관광도로(97호선) 봉개~시계간 도로확장공사 변경설계용역,"99999_준공\01. 도로, 공항부\2004074_동부관광도로(97호선) 봉개~시계간 도로확장공사 변경설계용역"
20040079,99999,준공,2004079_울산~포항 복선전철(울산~신호장1＃)노반기본설계,99999_준공\07. 철도설계부\2004079_울산~포항 복선전철(울산~신호장1＃)노반기본설계
20040080,99999,준공,2004080_동해선 원덕~임원(15공구)철도건설 노반실시설계,99999_준공\07. 철도설계부\2004080_동해선 원덕~임원(15공구)철도건설 노반실시설계
20040088,99999,준공,2004088_갈곶동도시계획도로 개설사업(소2-230호선) 실시설계용역,"99999_준공\01. 도로, 공항부\2004088_갈곶동도시계획도로 개설사업(소2-230호선) 실시설계용역"
20040090,99999,준공,2004090_폐기물 종합처리시설 진입로 개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004090_폐기물 종합처리시설 진입로 개설공사 실시설계용역"
20040094,99999,준공,2004094_역동IC 교차로 개선공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004094_역동IC 교차로 개선공사 실시설계용역"
20040095,99999,준공,2004095_미포국가산업단지 진입도로 개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004095_미포국가산업단지 진입도로 개설공사 실시설계용역"
20040097,99999,준공,2004097_제성로(온평~수산간) 확.포장공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004097_제성로(온평~수산간) 확.포장공사 실시설계용역"
20040104,04020,도시설계,2004104 남양주별내지구 택지개발사업 조사설계용역,04020_도시설계\2004104 남양주별내지구 택지개발사업 조사설계용역
20040104,99999,준공,2004104_남양주 별내지구 택지개발사업 조사설계용역,99999_준공\11. 도시설계부\2004104_남양주 별내지구 택지개발사업 조사설계용역
20040112,99999,준공,2004112_천왕~금이간 도로 확.포장공사 기본 및 실시설계용역,"99999_준공\01. 도로, 공항부\2004112_천왕~금이간 도로 확.포장공사 기본 및 실시설계용역"
20040119,99999,준공,2004119_석수3동 충훈부~석수도서관 도로개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004119_석수3동 충훈부~석수도서관 도로개설공사 실시설계용역"
20040121,99999,준공,2004121_천안북부대로(북부과선교~번영로)개설공사의 변경실시 설계용역,"99999_준공\01. 도로, 공항부\2004121_천안북부대로(북부과선교~번영로)개설공사의 변경실시 설계용역"
20040123,99999,준공,2004123_가조~가북간 도로 확.포장공사 조사측량 및 실시설계용역,"99999_준공\01. 도로, 공항부\2004123_가조~가북간 도로 확.포장공사 조사측량 및 실시설계용역"
20040128,99999,준공,2004128_죽바위해제~죽바위길간 도로개설공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004128_죽바위해제~죽바위길간 도로개설공사 실시설계용역"
20040131,99999,준공,2004131_제2산록도로(금악~저지간) 확.포장공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004131_제2산록도로(금악~저지간) 확.포장공사 실시설계용역"
20040139,99999,준공,2004139_보성~임성리 제7공구(영암~임성리)철도건설공사 전면책임감리용역,99999_준공\08. 철도건설관리부\2004139_보성~임성리 제7공구(영암~임성리)철도건설공사 전면책임감리용역
20040148,99999,준공,2004148_장지-매산간 도로 확.포장공사 실시설계용역,"99999_준공\01. 도로, 공항부\2004148_장지-매산간 도로 확.포장공사 실시설계용역"
20050014,01040,지반,200514_보고,01040_지반\준공 및 진행(과거~2024)\001.준공 프로젝트\2017113 청주지북 기업형임대주택 공급촉진지구 조사설계용역\012_기타\200514_보고
20050024,99999,준공,2005024_경부고속철도 10-1공구 노반 실시설계 기타,99999_준공\07. 철도설계부\2005024_경부고속철도 10-1공구 노반 실시설계 기타
20050028,03020,철도건설관리,"C20050028_수인선 수원~인천간 복선전철 노반신설공사 (1,2공구)전면책임감리용역","03020_철도건설관리\1. 진행사업\C20050028_수인선 수원~인천간 복선전철 노반신설공사 (1,2공구)전면책임감리용역"
20050028,99999,준공,"2005028_수인선 수원~인천간 복선전철 노반신설공사 (1,2공구)전면책임감리용역","99999_준공\08. 철도건설관리부\2005028_수인선 수원~인천간 복선전철 노반신설공사 (1,2공구)전면책임감리용역"
20050036,99999,준공,2005036_호남선 선형개량 사업 예비타당성 조사,99999_준공\07. 철도설계부\2005036_호남선 선형개량 사업 예비타당성 조사
20050044,99999,준공,2005044_경부선 조치원~대구간 전철화에 따른 판형교 유도상하(36개소)및신촌터널(상)외 4개소 터널보강 실시설계용역,99999_준공\07. 철도설계부\2005044_경부선 조치원~대구간 전철화에 따른 판형교 유도상하(36개소)및신촌터널(상)외 4개소 터널보강 실시설계용역
20050057,99999,준공,2005057_서울지하철7호선 인천지역연장705공구 건설공사 전면책임감리용역,99999_준공\08. 철도건설관리부\2005057_서울지하철7호선 인천지역연장705공구 건설공사 전면책임감리용역
20050069,99999,준공,2005069_광양항 서측인입철도 건설공사 기본설계용역,99999_준공\07. 철도설계부\2005069_광양항 서측인입철도 건설공사 기본설계용역
20050077,04020,도시설계,2005077 송파권역도시개발사업 조사설계용역,04020_도시설계\2005077 송파권역도시개발사업 조사설계용역
20050079,99999,준공,"2005079_동읍~한림간 도로 확,포장공사 전면책임감리용역","99999_준공\18. 건설사업관리부\2005079_동읍~한림간 도로 확,포장공사 전면책임감리용역"
20050091,04010,도시계획,2005-091. 양주광석지구 택지개발사업 조사설계용역,04010_도시계획\1팀\2005-091. 양주광석지구 택지개발사업 조사설계용역
20050091,99999,준공,2005091_양주광석지구 택지개발사업 조사설계용역,99999_준공\10. 도시계획부\2005091_양주광석지구 택지개발사업 조사설계용역
20050126,99999,준공,2005126_울산경전철1호선 기본설계용역,99999_준공\07. 철도설계부\2005126_울산경전철1호선 기본설계용역
20050132,04020,도시설계,2005132 부산.진해경제자유구역 명지지구 개발사업 조사설계용역,04020_도시설계\2005132 부산.진해경제자유구역 명지지구 개발사업 조사설계용역
