project_id,department_code,department_name,project_name,original_folder
20140047,99999,준공,2014047_잠실역 버스환승센터 조성사업 전면책임감리용역,99999_준공\18. 건설사업관리부\2014047_잠실역 버스환승센터 조성사업 전면책임감리용역
20140050,99999,준공,2014050_필리핀 LRT-2 동부확장노선 설계 및 감리,99999_준공\07. 철도설계부\2014050_필리핀 LRT-2 동부확장노선 설계 및 감리
20140052,99999,준공,2014052_동천제방 겸용도로(우안제)개설 타당성조사 및 기본설계용역,"99999_준공\01. 도로, 공항부\2014052_동천제방 겸용도로(우안제)개설 타당성조사 및 기본설계용역"
20140055,99999,준공,2014055_시흥 군자배곧 신도시 서해안로 확장공사 기본 및 실시설계(상하수도설계),99999_준공\15. 상하수도부\2014055_시흥 군자배곧 신도시 서해안로 확장공사 기본 및 실시설계(상하수도설계)
20140059,04010,도시계획,2014-059. 충북 괴산군 행복마을권사업 도시.건축통합기술용역,04010_도시계획\2팀\00 준공과업\2014-059. 충북 괴산군 행복마을권사업 도시.건축통합기술용역
20140059,99999,준공,2014059_충북 괴산군 행복마을권사업 도시.건축통합기술용역,99999_준공\10. 도시계획부\2014059_충북 괴산군 행복마을권사업 도시.건축통합기술용역
20140066,01010,도로,2014066_을숙도대교~장림고개간 지하차도 건설공사 기본 및 실시설계용역(부산광역시)_건설사업관리검토,01010_도로\0003 준공사업\2014066_을숙도대교~장림고개간 지하차도 건설공사 기본 및 실시설계용역(부산광역시)_건설사업관리검토
20140067,05010,수자원,2014067 황골천(소하천) 정비사업 실시설계용역,05010_수자원\2014067 황골천(소하천) 정비사업 실시설계용역
20140067,99999,준공,2014067_황골천(소하천) 정비사업 실시설계용역,99999_준공\13. 수자원부\2014067_황골천(소하천) 정비사업 실시설계용역
20140077,99999,준공,2014077_포항영일만신항 인입철도 노반건설공사 전면책임감리용역,99999_준공\08. 철도건설관리부\2014077_포항영일만신항 인입철도 노반건설공사 전면책임감리용역
20140079,99999,준공,2014079_김포 도시재정비 기반시설 기본 및 실시설계용역,99999_준공\11. 도시설계부\2014079_김포 도시재정비 기반시설 기본 및 실시설계용역
20140081,99999,준공,2014081_시흥시 공공하수도 악취개선을 위한 시설개량사업 기본 및 실시설계용역,99999_준공\15. 상하수도부\2014081_시흥시 공공하수도 악취개선을 위한 시설개량사업 기본 및 실시설계용역
20140082,99999,준공,2014082_안산 하수도정비 중점관리지역 개선공사 기본 및 실시설계용역,99999_준공\15. 상하수도부\2014082_안산 하수도정비 중점관리지역 개선공사 기본 및 실시설계용역
20140083,99999,준공,2014083_왕승지구 다목적농촌용수 개발사업 세부설계용역,99999_준공\13. 수자원부\2014083_왕승지구 다목적농촌용수 개발사업 세부설계용역
20140084,06010,환경,2014084┃양산천 양산지구 하천환경정비사업,06010_환경\2팀\02.사후환경영향조사\2014084┃양산천 양산지구 하천환경정비사업
20140088,05010,수자원,2014088 월동천외 1개하천 수해상습지 개선사업 실시설계용역,05010_수자원\2014088 월동천외 1개하천 수해상습지 개선사업 실시설계용역
20140089,04020,도시설계,2014089 농진청 등 종전부동산 6지구 도시개발사업 조사설계용역,04020_도시설계\2014089 농진청 등 종전부동산 6지구 도시개발사업 조사설계용역
20140090,99999,준공,2014090_성동고가차도 건설공사 강교감리용역,99999_준공\08. 철도건설관리부\2014090_성동고가차도 건설공사 강교감리용역
20140091,99999,준공,2014091_경인고속도로 직선화 건설공사(1공구-토목) BRT 실시설계 용역,"99999_준공\01. 도로, 공항부\2014091_경인고속도로 직선화 건설공사(1공구-토목) BRT 실시설계 용역"
20140092,99999,준공,2014092_남강 서촌지구 하천환경정비사업 실시설계용역,99999_준공\13. 수자원부\2014092_남강 서촌지구 하천환경정비사업 실시설계용역
20140094,04020,도시설계,"2014094 부여,나주 친수구역 실시계획 및 기본,실시설계","04020_도시설계\2014094 부여,나주 친수구역 실시계획 및 기본,실시설계"
20140094,99999,준공,"2014094_부여,나주 친수구역 실시계획 및 기본.실시설계","99999_준공\11. 도시설계부\2014094_부여,나주 친수구역 실시계획 및 기본.실시설계"
20140096,05010,수자원,2014096 임진강 고랑.미산지구 하천환경정비사업 실시설계용역,05010_수자원\2014096 임진강 고랑.미산지구 하천환경정비사업 실시설계용역
20140096,99999,준공,2014096_임진강 고랑.미산지구 하천환경정비사업 실시설계용역,99999_준공\13. 수자원부\2014096_임진강 고랑.미산지구 하천환경정비사업 실시설계용역
20140098,99999,준공,2014098_행정중심복합도시 건설사업 영향평가용역(재협의),99999_준공\17. 환경사업부\2014098_행정중심복합도시 건설사업 영향평가용역(재협의)
20140101,99999,준공,2014101_강원원주 혁신도시 군시설 이전 조사설계용역,99999_준공\11. 도시설계부\2014101_강원원주 혁신도시 군시설 이전 조사설계용역
20140103,06010,환경,2014103┃고막원천 다시2지구 등 3개사업,06010_환경\2팀\02.사후환경영향조사\2014103┃고막원천 다시2지구 등 3개사업
20140103,99999,준공,20140103┃고막원천 다시2지구 등 3개사업 사후환경영향조사용역,99999_준공\17. 환경사업부\20140103┃고막원천 다시2지구 등 3개사업 사후환경영향조사용역
20140104,99999,준공,2014104_신안산선 복선전철 타당성조사 및 기본계획 변경용역,99999_준공\07. 철도설계부\2014104_신안산선 복선전철 타당성조사 및 기본계획 변경용역
20140123,99999,준공,2014123_창원대학교 도시관리계획(변경)결정 및 개발제한구역 해제 수립용역,99999_준공\10. 도시계획부\2014123_창원대학교 도시관리계획(변경)결정 및 개발제한구역 해제 수립용역
20140125,04010,도시계획,2014-125. 포항북부경찰서 신축공사 도시계획시설(변경)결정용역,04010_도시계획\1팀\2014-125. 포항북부경찰서 신축공사 도시계획시설(변경)결정용역
20140125,99999,준공,2014125_포항북부경찰서 신축공사 도시계획시설(변경)결정용역,99999_준공\10. 도시계획부\2014125_포항북부경찰서 신축공사 도시계획시설(변경)결정용역
20140151,01050,교통,2014151 광교 택지개발사업 교통영향분석개선,"01050_교통\0000005  준공 프로젝트   ▶ 준공된 과업(AS포함)은 폴더전체를 이동시켜 주세요\02 교평 및 광역(준공폴더, 삭제금지, 주의요망)\2014151 광교 택지개발사업 교통영향분석개선"
20140161,05010,수자원,2014161_달천하류권역(상류구간) 하천기본계획(변경) 및 하천시설관리대장작성용역,05010_수자원\2014161_달천하류권역(상류구간) 하천기본계획(변경) 및 하천시설관리대장작성용역
20140161,99999,준공,2014161_달천하류권역(상류구간) 하천기본계획(변경) 및 하천시설관리대장작성용역,99999_준공\13. 수자원부\2014161_달천하류권역(상류구간) 하천기본계획(변경) 및 하천시설관리대장작성용역
20140165,06010,환경,2014165ㅣ인포-보은(제3공구)도로건설공사 사후환경영향조사용역,06010_환경\1팀\02.사후환경영향조사\@완료\2014165ㅣ인포-보은(제3공구)도로건설공사 사후환경영향조사용역
20140165,99999,준공,2014165_인포-보은(제3공구)도로건설공사 사후환경영향조사용역,99999_준공\17. 환경사업부\2014165_인포-보은(제3공구)도로건설공사 사후환경영향조사용역
20140167,04020,도시설계,2014167 월성 산업단지 준공인가대비 용역,04020_도시설계\2014167 월성 산업단지 준공인가대비 용역
20140167,99999,준공,2014167_월성 산업단지 준공인가대비 용역,99999_준공\11. 도시설계부\2014167_월성 산업단지 준공인가대비 용역
20140169,99999,준공,2014169_필리핀 도시철도사업 추진관련 법제도 및 기본계획 항목조사용역,99999_준공\07. 철도설계부\2014169_필리핀 도시철도사업 추진관련 법제도 및 기본계획 항목조사용역
20140174,04010,도시계획,2014-174. 강동 일반산업단지(엔지니어링복합단지)조사설계용역,04010_도시계획\3팀\2014-174. 강동 일반산업단지(엔지니어링복합단지)조사설계용역
20140174,04010,도시계획,2014-174. 강동 일반산업단지(엔지니어링복합단지)조사설계용역(F) ♣,04010_도시계획\3팀\2014-174. 강동 일반산업단지(엔지니어링복합단지)조사설계용역\2014-174. 강동 일반산업단지(엔지니어링복합단지)조사설계용역(F) ♣
20140175,99999,준공,2014175_모잠비크 영농기술보급 및 농업생산성 증대사업,99999_준공\13. 수자원부\2014175_모잠비크 영농기술보급 및 농업생산성 증대사업
20140180,06010,환경,2014180ㅣ마산현동 국민임대주택단지 조성공사 사후환경영향조사용역,06010_환경\1팀\02.사후환경영향조사\@완료\2014180ㅣ마산현동 국민임대주택단지 조성공사 사후환경영향조사용역
20140180,06010,환경,13.마산현동 국민임대주택단지 조성공사(2014180),06010_환경\1팀\02.사후환경영향조사\@완료\2014180ㅣ마산현동 국민임대주택단지 조성공사 사후환경영향조사용역\13.마산현동 국민임대주택단지 조성공사(2014180)
20140180,99999,준공,2014180_마산현동 국민임대주택단지 조성공사 사후환경영향조사용역,99999_준공\17. 환경사업부\2014180_마산현동 국민임대주택단지 조성공사 사후환경영향조사용역
20140184,01010,도로,2014184_덕천동~아시아드 주 경기장간(만덕3터널)도로 실시설계용역(부산광역시)_건설사업관리검토_삭제 별도보관(정우진),01010_도로\0003 준공사업\2014184_덕천동~아시아드 주 경기장간(만덕3터널)도로 실시설계용역(부산광역시)_건설사업관리검토_삭제 별도보관(정우진)
20140193,03020,철도건설관리,"C20140193_동해선 포항~삼척 철도건설 제6,7공구 노반건설공사 감독 권한대행 등 건설사업관리용역","03020_철도건설관리\1. 진행사업\C20140193_동해선 포항~삼척 철도건설 제6,7공구 노반건설공사 감독 권한대행 등 건설사업관리용역"
20140196,04030,조경,2014196_서울추모공원 도시관리계획(변경)결정 및 실시계획(변경)인가 등의 용역,04030_조경\2팀\2014196_서울추모공원 도시관리계획(변경)결정 및 실시계획(변경)인가 등의 용역
20140197,01050,교통,"2014197  행정중심복합도시 6-1,2,3,4 생활권 지구단위계획수립","01050_교통\2014197  행정중심복합도시 6-1,2,3,4 생활권 지구단위계획수립"
20140197,04010,도시계획,2014-197. 행정중심복합도시 6생활권 및 1생활권 유보지 지구단위계획 수립용역,04010_도시계획\1팀\2014-197. 행정중심복합도시 6생활권 및 1생활권 유보지 지구단위계획 수립용역
20140199,01050,교통,2014199  서창~안산 고속도로 확장사업 교통영향평가,"01050_교통\0000005  준공 프로젝트   ▶ 준공된 과업(AS포함)은 폴더전체를 이동시켜 주세요\02 교평 및 광역(준공폴더, 삭제금지, 주의요망)\2014199  서창~안산 고속도로 확장사업 교통영향평가"
20150002,04020,도시설계,송파문정지구 실시설계(2015.02.13),04020_도시설계\2005077 송파권역도시개발사업 조사설계용역\4. 과업준공\송파문정지구 실시설계(2015.02.13)
20150008,04020,도시설계,우수오수상수 도면(현재 최종 2015.08.10),04020_도시설계\2005077 송파권역도시개발사업 조사설계용역\4. 과업준공\우수오수상수 도면(현재 최종 2015.08.10)
20150011,04020,도시설계,01) 서울 A공공주택지구조사설계용역 PQ_2015.11.09,04020_도시설계\2015170 서울 A공공주택지구 조사설계용역\6. 기타자료\01) 서울 A공공주택지구조사설계용역 PQ_2015.11.09
20150011,06010,환경,000 (2015.11.03) 인수자료(정필수차장),06010_환경\1팀\02.사후환경영향조사\@완료\2011015┃고속국도 제60호선 인제~양양간 건설공사 사후환경영향조사\000 (2015.11.03) 인수자료(정필수차장)
20150012,03010,철도,201512 이천~문경7공구기본설계(준공성과물),03010_철도\201512 이천~문경7공구기본설계(준공성과물)
20150017,99999,준공,2015017_옹암사거리 지하차도 건설공사 가교설계용역,"99999_준공\01. 도로, 공항부\2015017_옹암사거리 지하차도 건설공사 가교설계용역"
20150018,99999,준공,2015018_계룡 제1일반산업단지 사후환경영향조사(운영시)용역,99999_준공\17. 환경사업부\2015018_계룡 제1일반산업단지 사후환경영향조사(운영시)용역
20150021,04010,도시계획,2015-021. 의왕 장안지구 도시개발사업 개발계획 및 실시계획 변경용역★,04010_도시계획\1팀\2015-021. 의왕 장안지구 도시개발사업 개발계획 및 실시계획 변경용역★
20150021,99999,준공,2015021_의왕 장안지구 도시개발사업 개발계획 및 실시계획 변경용역,99999_준공\10. 도시계획부\2015021_의왕 장안지구 도시개발사업 개발계획 및 실시계획 변경용역
20150035,99999,준공,2015035_대강천 하천기본계획변경 및 생태하천 복원사업 실시설계용역,99999_준공\13. 수자원부\2015035_대강천 하천기본계획변경 및 생태하천 복원사업 실시설계용역
20150039,01010,도로,2015039_김포-파주(1공구) 고속도로 실시설계,01010_도로\0003 준공사업\2015039_김포-파주(1공구) 고속도로 실시설계
20150039,99999,준공,2015039_수도권 제2순환(김포-파주) 고속도로 건설공사 실시설계용역(제1공구),"99999_준공\01. 도로, 공항부\2015039_수도권 제2순환(김포-파주) 고속도로 건설공사 실시설계용역(제1공구)"
20150042,99999,준공,2015042_인천신항 항만배후단지(1단계)조성사업 기본 및 실시설계용역,99999_준공\11. 도시설계부\2015042_인천신항 항만배후단지(1단계)조성사업 기본 및 실시설계용역
20150050,05010,수자원,2015050 논산시 소하천정비종합계획 재수립 및 지형도면고시용역,05010_수자원\2015050 논산시 소하천정비종합계획 재수립 및 지형도면고시용역
20150050,99999,준공,2015050_논산시 소하천정비종합계획 재수립 및 지형도면고시용역,99999_준공\13. 수자원부\2015050_논산시 소하천정비종합계획 재수립 및 지형도면고시용역
20150057,99999,준공,2015057_영동군 소하천정비종합계획(재)수립 전략환경영향평가 용역,99999_준공\17. 환경사업부\2015057_영동군 소하천정비종합계획(재)수립 전략환경영향평가 용역
20150059,06010,환경,2015059┃안중-조암간 도로확포장공사,06010_환경\1팀\02.사후환경영향조사\@완료\2015059┃안중-조암간 도로확포장공사
20150065,99999,준공,2015065_함양~울산(창녕~밀양간)고속도로 실시설계 보완설계 용역(3공구),"99999_준공\01. 도로, 공항부\2015065_함양~울산(창녕~밀양간)고속도로 실시설계 보완설계 용역(3공구)"
20150066,99999,준공,2015066_부산 에코델타시티 1단계 4공구 조성공사 실시설계 기술제안입찰 '보완설계'용역,99999_준공\11. 도시설계부\2015066_부산 에코델타시티 1단계 4공구 조성공사 실시설계 기술제안입찰 '보완설계'용역
20150068,99999,준공,2015068_2015년 하수도정비 중점관리지역 침수예방사업 기본 및 실시설계(밀양시),99999_준공\15. 상하수도부\2015068_2015년 하수도정비 중점관리지역 침수예방사업 기본 및 실시설계(밀양시)
20150071,04010,도시계획,2015-071. 이천시 2030년 도시기본계획 및 2025년 도시관리계획(재정비)수립 용역,04010_도시계획\2팀\2015-071. 이천시 2030년 도시기본계획 및 2025년 도시관리계획(재정비)수립 용역
20150071,99999,준공,2015071_이천시 2030년 도시기본계획 및 2025년 도시관리계획(재정비)수립 용역,99999_준공\10. 도시계획부\2015071_이천시 2030년 도시기본계획 및 2025년 도시관리계획(재정비)수립 용역
20150075,99999,준공,2015075_진접선(4호선연장)차량기지 건설공사 환경영향평가 용역,99999_준공\17. 환경사업부\2015075_진접선(4호선연장)차량기지 건설공사 환경영향평가 용역
20150076,04020,도시설계,2015076 밀양나노융합 국가산업단지 조사설계용역,04020_도시설계\2015076 밀양나노융합 국가산업단지 조사설계용역
20150077,01010,도로,2015077 국지도60호선(칠북~북면)건설공사 실시설계(보완)용역(경상남도),01010_도로\0003 준공사업\2015077 국지도60호선(칠북~북면)건설공사 실시설계(보완)용역(경상남도)
20150082,99999,준공,2015082_345kV 동두천CC-양주 송전선로 건설사업 환경영향평가 용역,99999_준공\17. 환경사업부\2015082_345kV 동두천CC-양주 송전선로 건설사업 환경영향평가 용역
20150087,06010,환경,2015087┃항동 공공주택지구 조성사업,06010_환경\2팀\02.사후환경영향조사\2015087┃항동 공공주택지구 조성사업
20150087,99999,준공,20150087ㅣ항동 공공주택지구 조성사업 사후환경영향조사용역,99999_준공\17. 환경사업부\20150087ㅣ항동 공공주택지구 조성사업 사후환경영향조사용역
20150088,05010,수자원,2015088 전주시 소하천정비종합계획(변경) 수립 및 안산천 소하천정비사업 실시설계용역,05010_수자원\2015088 전주시 소하천정비종합계획(변경) 수립 및 안산천 소하천정비사업 실시설계용역
20150089,99999,준공,"2015089_장당지산 하수처리분구(신장,중앙)하수관로 정비사업 기본 및 실시설계 용역","99999_준공\15. 상하수도부\2015089_장당지산 하수처리분구(신장,중앙)하수관로 정비사업 기본 및 실시설계 용역"
20150094,08010,건설사업관리,2015094_강서구청사거리~가양빗물펌프장간 하수암거 정비공사(3단계) 건설사업관리용역,08010_건설사업관리\진행중 프로젝트\2015094_강서구청사거리~가양빗물펌프장간 하수암거 정비공사(3단계) 건설사업관리용역
20150094,99999,준공,2015094_강서구청사거리~가양빗물펌프장간 하수암거 정비공사(3단계) 건설사업관리용역,99999_준공\18. 건설사업관리부\2015094_강서구청사거리~가양빗물펌프장간 하수암거 정비공사(3단계) 건설사업관리용역
20150095,99999,준공,2015095_하동읍 너뱅이들지구 제1종 지구단위계획 수립용역,99999_준공\10. 도시계획부\2015095_하동읍 너뱅이들지구 제1종 지구단위계획 수립용역
20150097,99999,준공,2015097_별내선(암사~별내) 복선전철 3공구 건설공사 T_K 기본설계용역,99999_준공\04. 지반부\2015097_별내선(암사~별내) 복선전철 3공구 건설공사 T_K 기본설계용역
20150098,04010,도시계획,2015-098. 성남00공공주택 지구지정 및 지구계획 수립용역,04010_도시계획\1팀\2015-098. 성남00공공주택 지구지정 및 지구계획 수립용역
20150098,04010,도시계획,2015-098. 성남 00공공주택 지구지정 및 지구계획 수립 용역,04010_도시계획\3팀\## 준공\2015-098. 성남 00공공주택 지구지정 및 지구계획 수립 용역
20150098,99999,준공,2015098_성남 00공공주택 지구지정 및 지구계획 수립 용역,99999_준공\10. 도시계획부\2015098_성남 00공공주택 지구지정 및 지구계획 수립 용역
20150099,99999,준공,2015099_파주시 적성(가월 주월)하수관로 정비사업 기본 및 실시설계,99999_준공\15. 상하수도부\2015099_파주시 적성(가월 주월)하수관로 정비사업 기본 및 실시설계
20150100,99999,준공,2015100_옥천군 공공하수처리시설 기본 및 실시설계용역,99999_준공\15. 상하수도부\2015100_옥천군 공공하수처리시설 기본 및 실시설계용역
20150102,99999,준공,2015102_충주호암지구 택지개발사업 조사설계(변경)용역,99999_준공\11. 도시설계부\2015102_충주호암지구 택지개발사업 조사설계(변경)용역
20150110,99999,준공,2015110_신림선 경전철 민간투자사업 실시설계단계 건설사업관리용역,99999_준공\07. 철도설계부\2015110_신림선 경전철 민간투자사업 실시설계단계 건설사업관리용역
20150112,99999,준공,2015112_광주-완도(광주-나주) 고속도로 건설사업 환경영향평가 용역,99999_준공\17. 환경사업부\2015112_광주-완도(광주-나주) 고속도로 건설사업 환경영향평가 용역
20150114,99999,준공,2015114_고속국도 제14호선 밀양~울산간 건설공사 제6~10공구 건설사업관리용역(시공단계),99999_준공\18. 건설사업관리부\2015114_고속국도 제14호선 밀양~울산간 건설공사 제6~10공구 건설사업관리용역(시공단계)
20150115,99999,준공,2015115_고속국도 제700호선 대구외곽순환도로 건설공사 제5~7공구 건설사업관리용역(시공단계),99999_준공\18. 건설사업관리부\2015115_고속국도 제700호선 대구외곽순환도로 건설공사 제5~7공구 건설사업관리용역(시공단계)
20150116,99999,준공,2015116_계월천 재해예방사업 외 2개지구 통합건설사업관리용역,99999_준공\18. 건설사업관리부\2015116_계월천 재해예방사업 외 2개지구 통합건설사업관리용역
20150117,05010,수자원,2015117 지석천 춘양지구 하천환경정비사업 실시설계용역,05010_수자원\2015117 지석천 춘양지구 하천환경정비사업 실시설계용역
20150117,99999,준공,2015117_지석천 춘양지구 하천환경정비사업 실시설계용역,99999_준공\13. 수자원부\2015117_지석천 춘양지구 하천환경정비사업 실시설계용역
20150119,01050,교통,2015119  청양~신풍 도로건설공사 등 2건 교통안전진단,"01050_교통\0000005  준공 프로젝트   ▶ 준공된 과업(AS포함)은 폴더전체를 이동시켜 주세요\03 교통안전진단(준공폴더, 삭제금지, 주의요망)\2015119  청양~신풍 도로건설공사 등 2건 교통안전진단"
20150120,01050,교통,2015120  천안시 노선체계개편,"01050_교통\0000005  준공 프로젝트   ▶ 준공된 과업(AS포함)은 폴더전체를 이동시켜 주세요\04 기타(준공폴더, 삭제금지, 주의요망)\2015120  천안시 노선체계개편"
20150122,99999,준공,2015122_하남선(상일~검단산) 복선전철 4공구 건설공사 감독권한 대행 등 건설사업관리용역,99999_준공\08. 철도건설관리부\2015122_하남선(상일~검단산) 복선전철 4공구 건설공사 감독권한 대행 등 건설사업관리용역
20150125,99999,준공,2015125_ 고덕국제화계획지구 택지개발사업(1단계) 조경 기본 및 실시설계 용역(종합),99999_준공\12. 조경부\2015125_ 고덕국제화계획지구 택지개발사업(1단계) 조경 기본 및 실시설계 용역(종합)
20150125,99999,준공,2015125_고덕국제화계획지구 택지개발사업(1단계) 조경(공원·녹지 등) 기본 및 실시설계용역,99999_준공\12. 조경부\2015125_고덕국제화계획지구 택지개발사업(1단계) 조경(공원·녹지 등) 기본 및 실시설계용역
20150126,99999,준공,2015126_반월국가산업단지 재생계획 및 지구지정 수립용역,99999_준공\10. 도시계획부\2015126_반월국가산업단지 재생계획 및 지구지정 수립용역
20150128,99999,준공,2015128_별내선(8호선연장) 건설공사 기본 및 실시설계용역,99999_준공\07. 철도설계부\2015128_별내선(8호선연장) 건설공사 기본 및 실시설계용역
20150129,99999,준공,2015129_동두천시 노후 하수관로 정밀조사 용역,99999_준공\15. 상하수도부\2015129_동두천시 노후 하수관로 정밀조사 용역
20150130,99999,준공,2015130_난지물 재생센터 3차(총인)처리시설 설치사업 기본 및 실시설계,99999_준공\15. 상하수도부\2015130_난지물 재생센터 3차(총인)처리시설 설치사업 기본 및 실시설계
20150132,05010,수자원,2015132 왕숙천 수해상습지 개선사업 실시설계 용역,05010_수자원\2015132 왕숙천 수해상습지 개선사업 실시설계 용역
20150132,99999,준공,2015132_왕숙천 수해상습지 개선사업 실시설계 용역,99999_준공\13. 수자원부\2015132_왕숙천 수해상습지 개선사업 실시설계 용역
20150133,99999,준공,2015133_광주 소촌건널목 입체화공사 감독 권한대행 등 건설사업관리용역,99999_준공\08. 철도건설관리부\2015133_광주 소촌건널목 입체화공사 감독 권한대행 등 건설사업관리용역
20150134,01030,구조,2015134_순천00 도시첨단 산업단지 조성공사,01030_구조\2015134_순천00 도시첨단 산업단지 조성공사
20150134,04020,도시설계,2015134 순천00 도시첨단산업단지 조사설계용역,04020_도시설계\2015134 순천00 도시첨단산업단지 조사설계용역
20150142,99999,준공,2015142_인도네시아 반둥~찌르본간 고속철도 2단계 사업,99999_준공\07. 철도설계부\2015142_인도네시아 반둥~찌르본간 고속철도 2단계 사업
20150143,04030,조경,"2015143_ 광주전남빛그린 산업단지 조경(공원, 녹지 등) 기본 및 실시설계 용역","04030_조경\1팀\2015143_ 광주전남빛그린 산업단지 조경(공원, 녹지 등) 기본 및 실시설계 용역"
20150150,99999,준공,2015150_영남검역계류장 사후환경영향평가 조사대행 용역,99999_준공\17. 환경사업부\2015150_영남검역계류장 사후환경영향평가 조사대행 용역
20150151,04010,도시계획,2015-151. 광명 소하지구 도시개발사업 실시설계 및 환지계획 용역,04010_도시계획\2팀\2015-151. 광명 소하지구 도시개발사업 실시설계 및 환지계획 용역
20150151,04020,도시설계,2015151 광명 소하지구 도시개발사업 실시설계 및 환지계획,04020_도시설계\2015151 광명 소하지구 도시개발사업 실시설계 및 환지계획
20150153,06010,환경,2015153┃삽교천 삽교지구 하천환경정비사업,06010_환경\1팀\02.사후환경영향조사\@완료\2015153┃삽교천 삽교지구 하천환경정비사업
20150153,99999,준공,20150153┃삽교천 삽교지구 하천환경정비사업 사후환경영향조사용역,99999_준공\17. 환경사업부\20150153┃삽교천 삽교지구 하천환경정비사업 사후환경영향조사용역
20150155,99999,준공,2015155_용유~잠진도간 제방도로 확장공사 사전재해영향성검토 용역,99999_준공\13. 수자원부\2015155_용유~잠진도간 제방도로 확장공사 사전재해영향성검토 용역
20150156,99999,준공,"2015156_동천제방겸용도로(우안제~약사천구간) 도로개설 실시설계(울산광역시, 7억)2016.12.16준공","99999_준공\01. 도로, 공항부\2015156_동천제방겸용도로(우안제~약사천구간) 도로개설 실시설계(울산광역시, 7억)2016.12.16준공"
20150159,03020,철도건설관리,"C20150159_보성~임성리 철도건설 제3,4공구 노반공사 감독 권한대행 등 통합건설사업관리용역","03020_철도건설관리\1. 진행사업\C20150159_보성~임성리 철도건설 제3,4공구 노반공사 감독 권한대행 등 통합건설사업관리용역"
20150164,99999,준공,2015164_구양수대교 재가설공사 사후환경조사 용역,99999_준공\17. 환경사업부\2015164_구양수대교 재가설공사 사후환경조사 용역
20150166,06010,환경,2015166┃새만금 동서2축 도로건설공사,06010_환경\2팀\02.사후환경영향조사\2015166┃새만금 동서2축 도로건설공사
20150166,99999,준공,20150166┃새만금 동서2축 도로건설공사 사후환경영향조사 용역,99999_준공\17. 환경사업부\20150166┃새만금 동서2축 도로건설공사 사후환경영향조사 용역
20150167,99999,준공,2015167_모락로 확.포장공사 소규모환경영향평가 용역,99999_준공\17. 환경사업부\2015167_모락로 확.포장공사 소규모환경영향평가 용역
20150170,04010,도시계획,2015-170. 서울 A공공주택지구 조사설계 용역,04010_도시계획\1팀\2015-170. 서울 A공공주택지구 조사설계 용역
20150170,04020,도시설계,2015170 서울 A공공주택지구 조사설계용역,04020_도시설계\2015170 서울 A공공주택지구 조사설계용역
20150173,99999,준공,"2015173_네팔 Kathmandu Naubise Mugling과 Narayanghat지역간 도로 및 교량 개선사업(타당성 조사 및 실시설계, 개량공사 감리)","99999_준공\01. 도로, 공항부\2015173_네팔 Kathmandu Naubise Mugling과 Narayanghat지역간 도로 및 교량 개선사업(타당성 조사 및 실시설계, 개량공사 감리)"
20150174,01010,도로,2015174_중산지하차도 개설 실시설계 용역(경산시),01010_도로\0003 준공사업\2015174_중산지하차도 개설 실시설계 용역(경산시)
20150174,99999,준공,2015174_중산지하차도 개설 실시설계 용역,"99999_준공\01. 도로, 공항부\2015174_중산지하차도 개설 실시설계 용역"
20150177,99999,준공,2015177_국지도 57호선 우회도로(판교원마을) 소음저감시설 설치공사 기본및실시설계용역,99999_준공\03. 구조부\2015177_국지도 57호선 우회도로(판교원마을) 소음저감시설 설치공사 기본및실시설계용역
20150178,01050,교통,2015178  부산 에코델타시티 교통영향분석 개선대책수립(변경),"01050_교통\0000005  준공 프로젝트   ▶ 준공된 과업(AS포함)은 폴더전체를 이동시켜 주세요\02 교평 및 광역(준공폴더, 삭제금지, 주의요망)\2015178  부산 에코델타시티 교통영향분석 개선대책수립(변경)"
20150179,99999,준공,2015179_남강 산청지구 하천환경정비사업 건설사업관리용역,99999_준공\18. 건설사업관리부\2015179_남강 산청지구 하천환경정비사업 건설사업관리용역
20150180,99999,준공,2015180_신동지구 도시개발사업 사후환경영향조사 용역,99999_준공\17. 환경사업부\2015180_신동지구 도시개발사업 사후환경영향조사 용역
20150181,99999,준공,2015181_수원 군 공항 이전 민간사업자 선정 및 이전후보지 기본계획 수립용역,99999_준공\10. 도시계획부\2015181_수원 군 공항 이전 민간사업자 선정 및 이전후보지 기본계획 수립용역
20150184,04020,도시설계,2015184 부산에코델타시티 1구간 실시설계 용역,04020_도시설계\2015184 부산에코델타시티 1구간 실시설계 용역
20150184,99999,준공,2015184_부산 에코델타시티 1구간 실시설계 용역,99999_준공\11. 도시설계부\2015184_부산 에코델타시티 1구간 실시설계 용역
20150231,05010,수자원,2015 231 조성천,05010_수자원\20230031 보성군 조성 자연재해위험개선지구 정비사업 타당성조사 및 기본계획수립 용역\2015 231 조성천
20160000,06010,환경,2016년,06010_환경\1팀\02.사후환경영향조사\@완료\2016077ㅣ765kV 신중부변전소 및 송전선로 사후환경영향조사용역\09.사후환경영향조사(보고서)\2016년
20160001,04020,도시설계,((2016.01_명지양수장 납품도서)),04020_도시설계\2005132 부산.진해경제자유구역 명지지구 개발사업 조사설계용역\4. 과업준공\4.02 기술지원팀 설계성과\((2016.01_명지양수장 납품도서))
20160001,99999,준공,2016001_중군~진상간 국가지원지방도 확포장공사 건설사업관리 용역,99999_준공\18. 건설사업관리부\2016001_중군~진상간 국가지원지방도 확포장공사 건설사업관리 용역
