ProjectID,ProjectName,Depart,Status,Contractor,ProjectID_numeric,Depart_ProjectID,search_folder
C20080183,탄천변 동측도로 확장공사 실시설계용역,구조부,진행,비주관사,20080183,01030_C20080183,01030_구조\2008183 탄천변 동측도로 확장공사 실시설계용역
C20090030,화성동탄(2) 택지개발사업 조사설계용역,도시설계부,진행,비주관사,20090030,04020_C20090030,04020_도시설계\2009030 화성동탄(2) 택지개발사업 조사설계용역(GH)
C20090115,서울A지구 보금자리주택지구 조사설계 용역,도시설계부,진행,비주관사,20090115,04020_C20090115,04020_도시설계\2009115 서울A지구(세곡2지구) 보금자리주택지구 조사설계 용역
C20090123,하남미사 보금자리주택지구 조성공사 실시설계용역,도시설계부,진행,비주관사,20090123,04020_C20090123,04020_도시설계\2009123 하남미사 보금자리주택지구 조성공사 실시설계용역
C20090143,북아현재정비촉진지구주택재개발정비사업 교육환경보호계획서 용역,환경사업부,진행,주관사,20090143,06010_C20090143,06010_환경\2팀\05.기타\20090143 l 북아현재정비촉진지구주택재개발정비사업 교육환경보호계획서 용역
C20100003,시흥은계지구 조사설계용역,도시설계부,진행,주관사,20100003,04020_C20100003,04020_도시설계\2010003 시흥은계지구 조사설계용역
C20120119,황해경제자유구역 포승지구 조성사업 조사설계용역,도시계획부,진행,주관사,20120119,04010_C20120119,04010_도시계획\1팀\2012-119. 황해경제자유구역 포승지구 조성사업 조사설계용역
C20130009,청양 정산2농공단지조성사업 조사설계용역,도시계획부,진행,주관사,20130009,04010_C20130009,04010_도시계획\2팀\2013-009. 청양 정산2농공단지조성사업 조사설계용역
C20130010,청양 정산2농공단지조성사업 환경영향평가용역,도시계획부,진행,주관사,20130010,04010_C20130010,04010_도시계획\2팀\2013-010. 청양 정산2농공단지조성사업 환경영향평가용역
C20140041,고성죽계-마산진전 국도건설공사 사후환경영향조사용역,환경사업부,진행,주관사,20140041,06010_C20140041,06010_환경\1팀\02.사후환경영향조사\20140041┃고성죽계-마산진전 국도건설공사 사후환경영향조사용역
C20140089,농진청 등 종전부동산 6지구 도시개발사업 조사.설계용역,도시설계부,진행,비주관사,20140089,04020_C20140089,04020_도시설계\2014089 농진청 등 종전부동산 6지구 도시개발사업 조사설계용역
C20140103,고막원천 다시2지구 등 3개사업 사후환경영향조사용역,환경사업부,준공,비주관사,20140103,06010_C20140103,06010_환경\2팀\02.사후환경영향조사\2014103┃고막원천 다시2지구 등 3개사업
C20140174,강동 일반산업단지(엔지니어링복합단지)조사설계용역,도시계획부,진행,비주관사,20140174,04010_C20140174,04010_도시계획\3팀\2014-174. 강동 일반산업단지(엔지니어링복합단지)조사설계용역
C20140193,"동해선 포항~삼척 철도건설 제6,7공구 노반건설공사 감독 권한대행 등 건설사업관리용역",철도건설관리부,진행,비주관사,20140193,03020_C20140193,No folder
C20140197,행정중심복합도시 6생활권 및 1생활권 유보지 지구단위계획 수립용역,도시계획부,진행,비주관사,20140197,04010_C20140197,04010_도시계획\1팀\2014-197. 행정중심복합도시 6생활권 및 1생활권 유보지 지구단위계획 수립용역
C20150076,밀양나노융합 국가산업단지 조사설계용역,도시설계부,진행,비주관사,20150076,04020_C20150076,04020_도시설계\2015076 밀양나노융합 국가산업단지 조사설계용역
C20150134,순천00 도시첨단산업단지 조사설계용역,도시설계부,진행,비주관사,20150134,04020_C20150134,04020_도시설계\2015134 순천00 도시첨단산업단지 조사설계용역
C20150153,삽교천 삽교지구 하천환경정비사업 사후환경영향조사용역,환경사업부,준공,주관사,20150153,06010_C20150153,06010_환경\1팀\02.사후환경영향조사\@완료\2015153┃삽교천 삽교지구 하천환경정비사업
C20150159,"보성~임성리 철도건설 제3,4공구 노반공사 감독 권한대행 등 통합건설사업관리용역",철도건설관리부,진행,비주관사,20150159,03020_C20150159,No folder
C20150170,서울 A공공주택지구 조사설계용역,도시설계부,진행,주관사,20150170,04020_C20150170,04020_도시설계\2015170 서울 A공공주택지구 조사설계용역
C20160031,중앙선 도담~영천 복선전철(안동~영천구간) 사후환경영향조사 용역,환경사업부,진행,주관사,20160031,06010_C20160031,06010_환경\1팀\02.사후환경영향조사\20160031┃중앙선 도담~영천 복선전철(안동~영천구간) 사후환경영향조사 용역(추가분)
C20160054,평택소사2지구 도시개발사업 사후환경영향조사용역,환경사업부,진행,주관사,20160054,06010_C20160054,06010_환경\1팀\02.사후환경영향조사\20160054┃평택소사2지구 도시개발사업 사후환경영향조사용역
C20160057,과천주암 기업형임대주택 공급촉진지구 조사설계용역,도시설계부,진행,비주관사,20160057,04020_C20160057,04020_도시설계\2016057 과천주암 기업형임대주택 공급촉진지구 조사설계용역
C20160112,"삼성~동탄 광역급행철도 건설공사 제4,5공구 노반공사 감독 권한대행 등 통합 건설사업관리용역",철도건설관리부,진행,주관사,20160112,03020_C20160112,No folder
C20160138,형산강 황성지구외 1개지구 하천환경정비사업 사후환경영향조사용역,환경사업부,진행,비주관사,20160138,06010_C20160138,06010_환경\1팀\02.사후환경영향조사\20160138┃형산강 황성지구 외 1개지구 하천환경정비사업 사후환경영향조사
C20160158,남평~화순간 국가지원지방도 확포장공사 사후환경영향조사용역(총괄),환경사업부,진행,주관사,20160158,06010_C20160158,06010_환경\1팀\02.사후환경영향조사\20160158┃남평-화순간 국가지원지방도 확포장공사
C20170001,미얀마 우정의 교량(Dala) 건설사업 설계 및 감리,구조부,진행,주관사,20170001,01030_C20170001,01030_구조\2017001 한-미얀마 우정의교량(Dala) 건설사업 설계 및 감리
C20170011,용인언남 기업형임대주택 공급촉진지구 환경영향평가용역,환경사업부,진행,주관사,20170011,06010_C20170011,06010_환경\2팀\01.환경영향평가\2017011┃용인언남 기업형임대주택 공급촉진지구
C20170012,김해진례 기업형임대주택 공급촉진지구 조사설계용역,도시설계부,진행,비주관사,20170012,04020_C20170012,04020_도시설계\2017012 김해진례 기업형임대주택 공급촉진지구 조사설계용역
C20170019,광주송정역 KTX지역경제거점형 투자선도지구 조사설계용역,도시설계부,진행,비주관사,20170019,04020_C20170019,04020_도시설계\2017019 광주송정역 KTX지역경제거점형 투자선도지구 조사설계용역
C20170045,하남감일 공공주택지구 주변도로 조사설계용역,도로부,진행,주관사,20170045,01010_C20170045,01010_도로\2017045_하남감일 공공주택지구 주변도로 조사설계용역(LH)
C20170064,파주~양주.포천 고속도로 건설사업 사후환경영향조사 용역,환경사업부,진행,비주관사,20170064,06010_C20170064,"06010_환경\2팀\02.사후환경영향조사\2017064┃파주-양주, 포천 고속도로 건설사업"
C20170084,양평군 농촌관광휴양단지 조성사업 등 계획수립용역,도시계획부,진행,주관사,20170084,04010_C20170084,04010_도시계획\3팀\2017-084. 양평군 농촌관광휴양단지 조성사업 등 계획수립용역
C20170105,광주선운2 공공주택지구 조사설계용역,도시계획부,진행,주관사,20170105,04010_C20170105,04010_도시계획\3팀\2017-105. 광주선운2 공공주택지구 조사설계용역
C20170113,청주지북 기업형임대주택 공급촉진지구 조사설계용역,도시설계부,진행,비주관사,20170113,04020_C20170113,04020_도시설계\2017113 청주지북 기업형임대주택 공급촉진지구 조사설계용역
C20170123,광명시흥 첨단R&D단지 조사설계용역,도시설계부,진행,비주관사,20170123,04020_C20170123,04020_도시설계\2017123 광명시흥 첨단R&D단지 조사설계용역
C20170124,별내선(8호선연장) 건설공사 감독권한대행 등 건설사업관리용역(2공구),철도건설관리부,준공,비주관사,20170124,03020_C20170124,No folder
C20170185,속초00지구 토지이용구상 및 사업타당성조사 용역 인력지원,도시계획부,준공,주관사,20170185,04010_C20170185,04010_도시계획\3팀\2017-185. 속초00지구 토지이용이상 및 사업타당성조사
C20170189,포승~평택 철도건설(안중~오성) 사후환경영향조사용역,환경사업부,진행,주관사,20170189,06010_C20170189,06010_환경\2팀\02.사후환경영향조사\2017189┃포승~평택 철도건설(안중~오성)
C20180019,고레-마샤-테피 도로 디자인 빌드 프로젝트 개념설계 검토 및 시공감리용역,도로부,진행,주관사,20180019,01010_C20180019,01010_도로\0004 해외사업\C2018019 Ethiopia 고레-마샤-테피 도로 디자인 빌드 프로젝트 개념설계 및 감리
C20180031,도시철도 양산선(노포~북정) 4공구 건설공사 감독권한대행 등 건설사업관리용역,철도건설관리부,준공,주관사,20180031,03020_C20180031,No folder
C20180034,중부권 마을정비형공공주택사업 도시.건축통합기술용역,도시계획부,진행,비주관사,20180034,04010_C20180034,04010_도시계획\1팀\2018-034. 중부권 마을정비형공공주택사업 도시.건축통합기술용역
C20180053,아르메니아-조지아 국경Bagratashen교량 건설 시공감리용역,구조부,진행,주관사,20180053,01030_C20180053,01030_구조\2018053 아르메니아-조지아 New Bagratashen Bridge 시공감리용역
C20180054,창원 사화공원 민간개발특례사업 조사설계용역,도시계획부,진행,주관사,20180054,04010_C20180054,04010_도시계획\창원팀\2018-054. 창원 사화공원 민간개발특례사업 조사설계용역
C20180067,고양 59개 GB해제취락 도시관리계획 재정비용역,도시계획부,준공,비주관사,20180067,04010_C20180067,04010_도시계획\3팀\## 준공 (조사설계 제외)\2018-067. 고양 59개 GB해제취락 도시관리계획 재정비용역
C20180068,부천원종 공공주택지구 조사설계용역,도시설계부,진행,비주관사,20180068,04020_C20180068,04020_도시설계\2018068 부천원종 공공주택지구 조사설계용역
C20180071,한강(섬강~국가기점) 하천기본계획 수립 및 하천시설 관리대장 작성 용역,수자원부,준공,비주관사,20180071,05010_C20180071,05010_수자원\2018071 한강(섬강~국가기점) 하천기본계획 수립 및 하천시설 관리대장
C20180074,남강 하천기본계획 및 하천시설관리대장작성 용역,수자원부,준공,비주관사,20180074,05010_C20180074,05010_수자원\20180074 남강 하천기본계획 및 하천시설관리대장작성 용역
C20180096,밀양부북 공공주택지구 조사설계용역,도시계획부,진행,주관사,20180096,04010_C20180096,04010_도시계획\창원팀\2018-096. 밀양부북 공공주택지구 조사설계용역
C20180098,E-60 Highway Chumateleti-Khevi 구간 설계검토 및 시공감리 사업(조지아),도로부,진행,주관사,20180098,01010_C20180098,01010_도로\0004 해외사업\C2018098 Georgia E-60 Highway Chumateleti-Khevi 구간 설계검토 및 시공감리 사업
C20180125,군포대야미 공공주택지구 조사설계용역,도시계획부,진행,주관사,20180125,04010_C20180125,04010_도시계획\3팀\2018-125. 군포대야미 공공주택지구 조사설계
C20180129,고양 일산테크노밸리 조사설계용역,도시설계부,진행,비주관사,20180129,04020_C20180129,04020_도시설계\2018129 고양 일산테크노밸리 조사설계용역
C20180134,남강+남강댐권역 하천기본계획수립 전략환경영향평가 용역,환경사업부,준공,비주관사,20180134,06010_C20180134,06010_환경\2팀\03.전략환경영향평가\2018134┃남강+남강댐권역 하천기본계획수립
C20180135,만흥동 마래2터널 우회도로 개설공사 기본 및 실시설계용역,도로부,진행,비주관사,20180135,01010_C20180135,01010_도로\2018135_만흥동 마래2터널 우회도로 개설공사 기본 및 실시설계용역
C20180139,은남일반산업단지 개발계획 기본실시설계 용역,도시설계부,진행,비주관사,20180139,04020_C20180139,04020_도시설계\2018139 은남일반산업단지 개발계획 기본실시설계 용역
C20180143,국도대체우회도로(연산~두마)건설공사 사후환경영향조사용역,환경사업부,진행,주관사,20180143,06010_C20180143,06010_환경\2팀\02.사후환경영향조사\2018143┃계룡시 국도대체우회도로(연산~두마) 도로건설공사
C20180151,새만금~전주(김제~전주) 고속도로 건설사업 사후환경영향조사,환경사업부,진행,주관사,20180151,06010_C20180151,06010_환경\1팀\02.사후환경영향조사\20180151ㅣ새만금 김제 전주 사후환경영향조사
C20180160,"탄자니아 다르에스살람 BRT 외 접속도로 설계검토, 실시설계 및 시공감리 용역(Phase2)",도로부,진행,주관사,20180160,01010_C20180160,01010_도로\0004 해외사업\C2018160 탄자니아 BRT_Review_Detail_Supervision(감리)
C20180166,화성어천 공공주택지구 조사설계용역,도시설계부,진행,비주관사,20180166,04020_C20180166,04020_도시설계\2018166 화성어천 공공주택지구 조사설계용역
C20180168,에티오피아 감리 Dinke-Sawla Road Preject,도로부,진행,주관사,20180168,01010_C20180168,01010_도로\0004 해외사업\C2018168 Ethiopia Dinke-Sawla Road Project
C20190011,Project Implementation Consultants for SASEC Road Connectivity Project-II(방글라데시),도로부,진행,비주관사,20190011,01010_C20190011,01010_도로\0004 해외사업\C20190011 Bangladash SASEC
C20190033,포천송우2 공공지원민간임대주택 공급촉진지구 조성사업 조사설계용역,도시계획부,진행,주관사,20190033,04010_C20190033,04010_도시계획\1팀\2019-033. 포천송우2 공공지원민간임대주택 공급촉진지구 조성사업 조사설계용역
C20190039,청산도항 정비공사 사후환경영향조사용역(공사시),환경사업부,진행,비주관사,20190039,06010_C20190039,06010_환경\2팀\02.사후환경영향조사\2019039┃청산도항 정비공사
C20190088,백석천 비점오염 저감사업 기본 및 실시설계 용역,상하수도부,준공,주관사,20190088,07010_C20190088,07010_상하수도\Y2019088 백석천 비점오염저감사업 기본 및 실시설계
C20190120,합천군 관리계획(재정비) 수립 용역,도시계획부,준공,비주관사,20190120,04010_C20190120,04010_도시계획\창원팀\2019-120. 합천군 관리계획(재정비) 수립용역
C20190123,보청천권역 하천기본계획 및 하천시설관리대장작성용역,수자원부,준공,비주관사,20190123,05010_C20190123,05010_수자원\2019123 보청천권역 하천기본계획 및 하천시설관리대장작성
C20190126,전주역세권 공공지원민간임대주택 공급촉진지구 조사설계용역,도시설계부,진행,비주관사,20190126,04020_C20190126,04020_도시설계\2019126 전주역세권 공공지원민간임대주택 공급촉진지구 조사설계용역
C20190132,원주 반곡동 민간임대주택사업 기본계획 및 지구단위계획 수립 용역,도시계획부,진행,주관사,20190132,04010_C20190132,04010_도시계획\1팀\2019-132. 원주 반곡동 민간임대주택사업 기본계획 및 지구단위계획 수립 용역
C20190146,영월에코에너지 조성사업 토목 기본 및 실시설계 용역,도시설계부,진행,주관사,20190146,04020_C20190146,04020_도시설계\2019146 영월에코에너지 조성사업 토목 기본 및 실시설계 용역
C20190160,횡성 앞들2지구 도시개발사업 수립용역(환지방식),도시계획부,준공,주관사,20190160,04010_C20190160,04010_도시계획\1팀\2019-160. 횡성 앞들2지구 도시개발사업 수립용역(환지방식)
C20190176,고성 무인기종합타운 투자선도지구 조사설계용역,도시계획부,진행,주관사,20190176,04010_C20190176,04010_도시계획\2팀\2019-176. 경남지역01 투자선도지구 조사설계용역
C20190189,필리핀 LRT-2 서측연장사업 컨설팅용역,철도설계부,진행,주관사,20190189,03010_C20190189,03010_철도\2019189 필리핀 LRT-2 서측연장사업 컨설팅용역
C20190195,동북선 도시철도 민간투자사업(2공구) 감독 권한대행 등 건설사업관리용역,철도건설관리부,진행,주관사,20190195,03020_C20190195,No folder
C20190206,김해시 자원순환시설 현대화사업 환경영향평가(재협의),환경사업부,진행,비주관사,20190206,06010_C20190206,06010_환경\2팀\01.환경영향평가\2019206┃김해시 자원순환시설 현대화사업(재협의)
C20190217,금호워터폴리스 산업단지 진입도로 건설 기본 및 실시설계용역,구조부,준공,비주관사,20190217,01030_C20190217,01030_구조\2019217_금호워터폴리스 산업단지 진입도로 건설 기본 및 실시설계
C20190218,경기양주테크노밸리 조사설계용역,도시설계부,진행,비주관사,20190218,04020_C20190218,04020_도시설계\2019218 경기양주테크노밸리 조사설계용역
C20190224,한내~덕곡간(1) 4차로 확포장공사 사후환경영향조사용역,환경사업부,진행,비주관사,20190224,06010_C20190224,06010_환경\1팀\02.사후환경영향조사\20190224ㅣ한내~덕곡간(1) 4차로 확포장공사 사후환경영향조사용역
C20190232,평택구룡지구 도시개발사업 조사설계 등 용역(1단계),도시계획부,진행,주관사,20190232,04010_C20190232,04010_도시계획\2팀\2019-232. 평택구룡지구 도시개발사업 조사설계 등 용역(1단계)
C20190241,신안산선 복선전철 민간투자사업 제4공구 노반공사 감독 권한대행 등 건설사업관리용역,철도건설관리부,진행,비주관사,20190241,03020_C20190241,No folder
C20190242,신안산선 복선전철 민간투자사업 제6공구 노반공사 감독 권한대행 등 건설사업관리용역,철도건설관리부,진행,비주관사,20190242,03020_C20190242,No folder
C20200020,"신안산선 복선전철(본선 1,2구간) 민간투자사업 사후환경영향조사용역(총체)",환경사업부,진행,주관사,20200020,06010_C20200020,"06010_환경\1팀\02.사후환경영향조사\20200020┃신안산선 복선전철 (본선 1,2구간) 민간투자사업 사후환경영향조사(총체)"
C20200022,영주다목적댐 건설사업 사후환경영향조사(운영시) 용역,환경사업부,진행,비주관사,20200022,06010_C20200022,06010_환경\1팀\02.사후환경영향조사\20200022┃영주다목적댐 건설사업 사후환경영향조사 운영시
C20200039,해남 어불도 연륙교 개설사업 기본 및 실시설계용역,도로부,진행,주관사,20200039,01010_C20200039,01010_도로\2020039_해남 어불도 연륙교 개설사업 기본 및 실시설계
C20200058,국제교류복합지구 도로개선 기본 및 실시설계 용역(3공구),도로부,준공,비주관사,20200058,01010_C20200058,"99999_준공\01. 도로, 공항부\2020058 국제교류복합지구 도로개선 기본 및 실시설계(서울시 32억)"
C20200069,과천과천 공공주택지구 조사설계용역,도시설계부,진행,비주관사,20200069,04020_C20200069,04020_도시설계\2020069 과천과천 공공주택지구 조사설계용역
C20200070,하남교산 공공주택지구 기본계획 및 기본설계용역,도시설계부,진행,비주관사,20200070,04020_C20200070,04020_도시설계\2020070 하남교산 공공주택지구 기본계획 및 기본설계용역
C20200092,당진기지 부지.항만시설 설계 및 건설사업관리용역 중 부지조성(육상) 설계,도시계획부,진행,주관사,20200092,04010_C20200092,04010_도시계획\1팀\2020-092. 당진기지 부지.항만시설 설계 및 건설사업관리용역 중 부지조성(육상) 설계
C20200097,서울00위탁개발사업 지정 제안 및 사전재해영향성 검토 용역,도시계획부,준공,주관사,20200097,04010_C20200097,99999_준공\13. 수자원부\2020097_서울 남현 위탁개발사업 지정 제안 및 사전재해영향성 검토 용역
C20200112,원주00지구 도시개발사업 조사설계용역,도시설계부,진행,비주관사,20200112,04020_C20200112,04020_도시설계\2020112 원주00지구 도시개발사업 조사설계용역
C20200114,서울특별시 자연재해저감 종합계획 수립 용역(강북지역),수자원부,준공,비주관사,20200114,05010_C20200114,05010_수자원\2020114 서울특별시 자연재해저감 종합계획 수립 용역(강북지역)
C20200115,군산항 장항항 사후환경영향조사용역,환경사업부,준공,주관사,20200115,06010_C20200115,06010_환경\1팀\02.사후환경영향조사\20200115┃군산항 장항항 사후환경영향조사용역
C20200131,미얀마 GMS Highway Modernization Project 설계 및 감리용역,도로부,진행,비주관사,20200131,01010_C20200131,01010_도로\0004 해외사업\C2020131 미얀마 GMS Highway Modernization Project 설계 및 감리용역
C20200162,지방도463호선 문혜~대곡간 도로확포장공사 사후환경영향조사 용역,환경사업부,진행,주관사,20200162,06010_C20200162,06010_환경\1팀\02.사후환경영향조사\20200162┃지방도463호선 문혜~대곡간 도로확포장공사 사후환경영향조사 용역
C20200176,"2020년 거제시 어촌뉴딜사업(산전항, 예구항, 저구항) 기본 및 실시설계용역",항만부,준공,주관사,20200176,07020_C20200176,"07010_항만\2020176 (지분외주) 2020년 거제시 어촌뉴딜사업(산전항, 예구항, 저구항) 기본 및 실시설계용역"
C20200182,몽골 울란바토르 녹색주택지역 도시재개발사업,도시계획부,진행,주관사,20200182,04010_C20200182,04010_도시계획\2팀\2020-182. 몽골 울란바토르 녹색주택지역 도시재개발사업
C20200184,네팔 SASEC Highway Improvement Projcet,도로부,진행,주관사,20200184,01010_C20200184,01010_도로\0004 해외사업\C2020184 네팔 SASEC Highway Improvement Project
C20200191,필리핀 LRT-2 화재로 인한 시스템 및 장비손상 복원사업 컨설팅 용역,철도설계부,진행,주관사,20200191,03010_C20200191,03010_철도\2020191 필리핀 LRT-2 화재로 인한 시스템 및 장비손상 복원사업 컨설팅 용역
C20200197,2040년 세종도시기본계획 수립 용역,도시계획부,준공,주관사,20200197,04010_C20200197,04010_도시계획\1팀\2020-197. 2040년 세종도시기본계획 수립 용역
C20200203,대전연축 도시개발사업 조사설계용역,도시설계부,진행,비주관사,20200203,04020_C20200203,04020_도시설계\2020203 대전연축 도시개발사업 조사설계용역
C20200207,부천대장 공공주택지구 기본계획 및 기본설계 용역,도시설계부,진행,비주관사,20200207,04020_C20200207,04020_도시설계\2020207 부천대장 공공주택지구 기본계획 및 기본설계용역
C20200208,고모IC-송우간 도로 확.포장 공사 기본 및 실시설계용역,도로부,진행,주관사,20200208,01010_C20200208,01010_도로\2020208_고모IC~송우간 도로 확포장 공사 기본 및 실시설계용역(포천시)
C20200214,영동대로 지하공간 복합개발공사(토목1공구) 감독권한 대행 등 건설사업관리용역,철도건설관리부,진행,비주관사,20200214,03020_C20200214,No folder
C20200218,거제시 지방상수도 현대화사업 기본 및 실시설계 용역,상하수도부,준공,주관사,20200218,07010_C20200218,07010_상하수도\[준공] Y2020218 거제시 지방상수도 현대화사업 기본 및 실시설계
C20200230,봉강~무안간 도로건설공사 사후환경영향조사용역,환경사업부,진행,비주관사,20200230,06010_C20200230,06010_환경\1팀\02.사후환경영향조사\20200230 l 봉강~무안간 도로건설공사 사후환경영향조사용역
C20200231,마산해양신도시건설사업 사후환경영향 조사용역,환경사업부,진행,주관사,20200231,06010_C20200231,06010_환경\2팀\02.사후환경영향조사\2020231┃마산해양신도시건설사업 사후환경영향조사용역
C20200251,오송화장품 산업단지 투자선도지구 환경영향평가용역,환경사업부,진행,주관사,20200251,06010_C20200251,06010_환경\1팀\01.환경영향평가\20200251ㅣ오송화장품 산업단지 투자선도지구 환경영향평가
C20200256,평택 팽성읍 동창리 도시개발사업 전략환경영향평가용역,환경사업부,진행,주관사,20200256,06010_C20200256,06010_환경\1팀\03.전략환경영향평가\20200256ㅣ평택 팽성읍 동창리 도시개발사업 전략환경영향평가
C20200257,평택 팽성읍 동창리 도시개발사업 조사설계용역,도시계획부,진행,주관사,20200257,04010_C20200257,04010_도시계획\1팀\2020-257. 평택 팽성읍 동창리 도시개발사업 조사설계용역
C20200263,20-국-00부대 사후환경영향조사용역(B272),환경사업부,진행,주관사,20200263,06010_C20200263,06010_환경\1팀\02.사후환경영향조사\20200263 l 20-국-00부대 사후환경영향조사용역(b272)
C20200268,345kV 고덕-서안성T/L 건설공사 사후환경영향조사 용역,환경사업부,진행,주관사,20200268,06010_C20200268,06010_환경\2팀\02.사후환경영향조사\2020268┃345kV 고덕-서안성TL 건설공사 사후환경영향조사 용역
C20200270,양산시 지방상수도 현대화사업 기본 및 실시설계용역-시설물조사,상하수도부,진행,주관사,20200270,07010_C20200270,07010_상하수도\Y2020270 양산시 지방상수도 현대화 사업 기본 및 실시설계(시설물조사)
C20200273,방글라데시 지능형교통체계(ITS) 활용 국가 간선도로망 강화사업 PMC용역,교통부,진행,비주관사,20200273,01050_C20200273,01050_교통\2020273  방글라데시ITS활용 국가간선도로망 안전성 강화사업
C20200279,남해 해안경관지구 프로젝트 기본구상 용역,도시계획부,준공,주관사,20200279,04010_C20200279,04010_도시계획\창원팀\2020-279. 남해 해안경관지구 프로젝트 기본구상 용역
C20210001,동읍~봉강간 도로건설공사 사후환경영향조사용역,환경사업부,진행,주관사,20210001,06010_C20210001,06010_환경\1팀\02.사후환경영향조사\20210001 l 동읍-봉강간 도로건설공사 사후환경영향조사용역
C20210003,창원시 완충저류시설 임대형 민간투자사업(기본설계),상하수도부,진행,주관사,20210003,07010_C20210003,07010_상하수도\Y2021003 창원시 완충저류시설 임대형 민간투자사업(기본설계)
C20210004,"밀양 농어촌관광휴양단지 조성사업 사후환경영향조사(공사시,운영시) 및 환경보전방안",환경사업부,진행,주관사,20210004,06010_C20210004,"06010_환경\1팀\02.사후환경영향조사\20210004 l 밀양 농어촌관광휴양단지 조성사업 사후환경영향조사용역(공사시,운영시,환경보전방안)"
C20210012,호남고속철도 2단계(고막원~목포) 건설사업 제7공구 노반신설 기타공사 감독 권한대행 등 건설사업관리용역,철도건설관리부,진행,주관사,20210012,03020_C20210012,No folder
C20210013,인덕원~동탄 복선전철 제1공구 및 월곶~판교 복선전철 제8공구 건설공사 감독 권한대행 등 건설사업관리용역,철도건설관리부,진행,비주관사,20210013,03020_C20210013,No folder
C20210017,안동 와룡~봉화 법전 사후환경영향조사용역,환경사업부,진행,주관사,20210017,06010_C20210017,06010_환경\2팀\02.사후환경영향조사\2021017┃안동 와룡-봉화 법전 국도건설공사 사후환경영향조사용역
C20210032,충북20산단1 개발사업 조사설계용역,도시계획부,진행,주관사,20210032,04010_C20210032,04010_도시계획\2팀\2021-032. 충북20산단1 개발사업 조사설계용역
C20210034,한국화훼농협 수도권(고양)화훼종합유통센터 신축공사 “도시계획시설결정 및 실시계획인가(진입도로)”용역,도시계획부,진행,주관사,20210034,04010_C20210034,No folder
C20210036,지능형교통체계(ITS) 현장장비 성능검증 컨설팅 사업,교통부,진행,주관사,20210036,01050_C20210036,01050_교통\2021036  지능형교통체계(ITS) 현장장비 성능검증 컨설팅 사업
C20210037,고속국도 제400호 수도권 제2순환선 안산~인천 건설공사 기본 및 실시설계(제1공구),도로부,진행,주관사,20210037,01010_C20210037,01010_도로\2021037_고속국도 제400호 수도권 제2순환선 안산-인천 건설공사 기본 및 실시설계용역(제1공구)
C20210041,대전연축 도시개발사업 교통영향평가용역,교통부,준공,주관사,20210041,01050_C20210041,"01050_교통\0000005  준공 프로젝트   ▶ 준공된 과업(AS포함)은 폴더전체를 이동시켜 주세요\02 교평 및 광역(준공폴더, 삭제금지, 주의요망)\2021041  대전연축 도시개발사업 교통영향평가"
