project_id,project_name,project_path,last_updated,department,contract_exists,contract_count,specification_exists,specification_count,initiation_exists,initiation_count,agreement_exists,agreement_count,budget_exists,budget_count,deliverable_exists,deliverable_count,completion_exists,completion_count,evaluation_exists,evaluation_count,certificate_exists,certificate_count,final_deliverable_exists,final_deliverable_count
20180107,2018107 성남~장호원 도로건설공사(제6공구) 기본 및 실시설계용역(준공후),Z:01010_도로\0003 준공사업\2018107 성남~장호원 도로건설공사(제6공구) 기본 및 실시설계용역(준공후),2025-02-27 10:03:03,01010_도로,True,1,True,3,True,1,False,0,True,1,False,0,False,0,False,0,False,0,,
20180135,2018135_만흥동 마래2터널 우회도로 개설공사 기본 및 실시설계용역,Z:01010_도로\2018135_만흥동 마래2터널 우회도로 개설공사 기본 및 실시설계용역,2025-02-27 06:15:13,01010_도로,False,0,True,2,True,2,True,3,False,0,False,0,False,0,False,0,False,0,,
20180136,C2018136 네팔 Kathmandu-TeraiMadhesh 고속도로 상세사업보고서 작성용역,Z:01010_도로\0004 해외사업\C2018136 네팔 Kathmandu-TeraiMadhesh 고속도로 상세사업보고서 작성용역,2025-02-27 10:04:43,01010_도로,True,3,False,0,False,0,False,0,True,1,False,0,True,1,True,3,True,3,,
20180146,"2018146_평택호 강변도로 외 1개소 (평택시, 측량분야)- 2.설계-2.07 현황측량 참고","Z:01010_도로\2018146_평택호 강변도로 외 1개소 (평택시, 측량분야)- 2.설계-2.07 현황측량 참고",2025-02-27 06:15:30,01010_도로,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,,
20180159,C2018159 탄자니아 BRT_Review_Detail_Supervision,Z:01010_도로\0004 해외사업\C2018159 탄자니아 BRT_Review_Detail_Supervision,2025-02-27 06:34:34,01010_도로,True,3,False,0,False,0,True,3,False,0,False,0,False,0,False,0,True,3,,
20180160,C2018160 탄자니아 BRT_Review_Detail_Supervision(감리),Z:01010_도로\0004 해외사업\C2018160 탄자니아 BRT_Review_Detail_Supervision(감리),2025-02-27 06:15:41,01010_도로,True,3,False,0,False,0,True,3,False,0,False,0,False,0,False,0,True,3,,
20180168,C2018168 Ethiopia Dinke-Sawla Road Project,Z:01010_도로\0004 해외사업\C2018168 Ethiopia Dinke-Sawla Road Project,2025-02-27 06:34:38,01010_도로,True,3,False,0,False,0,True,3,True,3,False,0,True,3,False,0,True,1,,
20180169,C2018169 Myanmar 중앙 중추고속도로(양곤-만달레이) 타당성조사 및 기본설계,Z:01010_도로\0004 해외사업\C2018169 Myanmar 중앙 중추고속도로(양곤-만달레이) 타당성조사 및 기본설계,2025-02-27 10:05:44,01010_도로,True,3,True,2,False,0,True,3,True,2,True,3,False,0,False,0,True,3,,
20190011,C20190011 Bangladash SASEC,Z:01010_도로\0004 해외사업\C20190011 Bangladash SASEC,2025-02-27 06:34:47,01010_도로,True,1,False,0,True,2,True,3,True,3,False,0,False,0,False,0,False,0,,
20190014,2019014_국가지원지방도30호선(밀양무안~신법) 건설공사 기본 및 실시설계(준공),Z:01010_도로\0003 준공사업\2019014_국가지원지방도30호선(밀양무안~신법) 건설공사 기본 및 실시설계(준공),2025-02-27 06:58:09,01010_도로,False,0,True,3,True,3,True,3,True,3,True,1,False,0,False,0,True,3,,
20190020,2019020_북부순환도로 개설공사 (1공구) 실시설계(보완) 용역,Z:01010_도로\2019020_북부순환도로 개설공사 (1공구) 실시설계(보완) 용역,2025-02-27 06:16:28,01010_도로,True,1,True,3,True,1,True,2,True,3,False,0,False,0,False,0,True,3,,
20190040,2019040_국가지원지방도30호선(밀양무안~신법) 건설공사 기본 및 실시설계(측량분야)(준공),Z:01010_도로\0003 준공사업\2019040_국가지원지방도30호선(밀양무안~신법) 건설공사 기본 및 실시설계(측량분야)(준공),2025-02-27 06:16:36,01010_도로,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,,
20190056,2019056_무안국제공항 활주로 연장 기본설계용역,Z:01010_도로\0003 준공사업\2019056_무안국제공항 활주로 연장 기본설계용역,2025-02-27 10:07:58,01010_도로,True,1,True,1,True,2,False,0,True,2,False,0,False,0,False,0,True,1,,
20190057,2019057_신도시-공단진입도시계획도로(대3-1호선)확포장공사 실시설계용역(양산시),Z:01010_도로\0003 준공사업\2019057_신도시-공단진입도시계획도로(대3-1호선)확포장공사 실시설계용역(양산시),2025-02-27 10:08:03,01010_도로,False,0,True,1,True,3,True,3,True,2,True,1,True,3,False,0,True,3,,
20190071,2019071_신진주역세권~국도2호선간 연결도로개설공사 기본 및 실시설계용역,Z:01010_도로\0003 준공사업\2019071_신진주역세권~국도2호선간 연결도로개설공사 기본 및 실시설계용역,2025-02-27 06:39:46,01010_도로,True,3,True,3,True,3,True,3,True,3,False,0,True,3,False,0,True,3,,
20190080,2019080_동충주산업단지 진입도로 개설사업 실시설계 용역(준공),Z:01010_도로\0003 준공사업\2019080_동충주산업단지 진입도로 개설사업 실시설계 용역(준공),2025-02-27 06:17:11,01010_도로,False,0,True,1,True,3,True,1,True,3,True,1,False,0,False,0,True,3,,
20190086,2019086_동충주산업단지 진입도로 개설사업 실시설계 용역(측량분야)(준공),Z:01010_도로\0003 준공사업\2019086_동충주산업단지 진입도로 개설사업 실시설계 용역(측량분야)(준공),2025-02-27 10:09:25,01010_도로,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,,
20190104,"2019104_인천 검단신도시 원당~태리간 광역도로 조사설계용역(LH,12억)","Z:01010_도로\2019104_인천 검단신도시 원당~태리간 광역도로 조사설계용역(LH,12억)",2025-02-27 06:17:32,01010_도로,False,0,True,3,True,3,True,3,True,3,True,1,False,0,False,0,False,0,,
20190108,"2019108_교동택지~산업단지간 도로개설공사 실시설계(김천시, 14억)","Z:01010_도로\0003 준공사업\2019108_교동택지~산업단지간 도로개설공사 실시설계(김천시, 14억)",2025-02-27 06:39:57,01010_도로,True,3,True,3,True,3,True,3,True,1,False,0,False,0,False,0,True,2,,
20190115,2019115_운산~비둘기낭간 도시관리계획(도로) 변경 및 실시설계용역(준공),Z:01010_도로\0003 준공사업\2019115_운산~비둘기낭간 도시관리계획(도로) 변경 및 실시설계용역(준공),2025-02-27 06:17:49,01010_도로,True,1,True,2,True,3,True,1,True,1,False,0,True,1,False,0,True,3,,
20190149,"2019149_상예(대로1-1-1호선)도시계획도로 확장공사 외 1건 실시설계용역(서귀포시,6억)","Z:01010_도로\0003 준공사업\2019149_상예(대로1-1-1호선)도시계획도로 확장공사 외 1건 실시설계용역(서귀포시,6억)",2025-02-27 06:40:08,01010_도로,False,0,True,2,True,2,True,2,False,0,False,0,True,2,False,0,True,1,,
20190165,2019165_지산~호정간 도로확포장공사 실시설계용역,Z:01010_도로\0003 준공사업\2019165_지산~호정간 도로확포장공사 실시설계용역,2025-02-27 06:18:05,01010_도로,True,1,True,1,True,2,True,3,True,1,False,0,True,1,False,0,True,3,,
20190168,2019168_달리도~외달도간 보행연도교 개설공사 기본 및 실시설계(준공),Z:01010_도로\0003 준공사업\2019168_달리도~외달도간 보행연도교 개설공사 기본 및 실시설계(준공),2025-02-27 06:40:12,01010_도로,True,2,True,1,True,2,True,1,True,2,False,0,True,1,False,0,True,2,,
20190231,2019231_서부순환도로 연결 송삼사거리~북원로 간 도로(대로2-6) 기본 및 실시설계용역,Z:01010_도로\2019231_서부순환도로 연결 송삼사거리~북원로 간 도로(대로2-6) 기본 및 실시설계용역,2025-02-27 06:18:23,01010_도로,True,1,True,1,True,3,True,1,False,0,False,0,False,0,False,0,False,0,,
20190244,2019244_국가지원지방도68호선(경주강동-안강) 건설공사 기본 및 실시설계용역(부산청),Z:01010_도로\0003 준공사업\2019244_국가지원지방도68호선(경주강동-안강) 건설공사 기본 및 실시설계용역(부산청),2025-02-27 06:41:00,01010_도로,False,0,True,3,True,3,True,3,True,3,True,3,True,1,False,0,True,2,,
20190254,"2019254_순창인계~쌍치(1공구) 도로시설개량공사 실시설계(익산청, 33억)","Z:01010_도로\0003 준공사업\2019254_순창인계~쌍치(1공구) 도로시설개량공사 실시설계(익산청, 33억)",2025-02-27 10:14:21,01010_도로,True,3,True,3,True,3,True,3,False,0,True,2,True,3,False,0,True,3,,
20200000,20200000 방글라데시 ITS_교통부,Z:01010_도로\0004 해외사업\20200000 방글라데시 ITS_교통부,2025-02-27 06:18:52,01010_도로,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,True,1,,
20200002,2020002_도산대교 건설공사 타당성조사 및 기본계획수립용역,Z:01010_도로\0003 준공사업\2020002_도산대교 건설공사 타당성조사 및 기본계획수립용역,2025-02-27 06:19:00,01010_도로,True,3,True,2,True,1,True,2,True,2,False,0,True,3,False,0,False,0,,
20200003,2020003_고남~창기(제2공구) 도로건설공사 기본 및 실시설계용역(대전청),Z:01010_도로\2020003_고남~창기(제2공구) 도로건설공사 기본 및 실시설계용역(대전청),2025-02-27 06:19:10,01010_도로,True,3,True,3,False,0,True,2,True,2,True,3,True,2,False,0,True,3,,
20200011,2020011_충경로 문화거리 조성사업 기본 및 실시설계(전주시),Z:01010_도로\0003 준공사업\2020011_충경로 문화거리 조성사업 기본 및 실시설계(전주시),2025-02-27 06:19:21,01010_도로,True,3,True,2,True,3,True,3,True,3,False,0,True,3,False,0,True,3,,
20200035,2020035 국가지원지방도68호선(경주강동~안강)건설공사 기본 및 실시설계용역(측량),Z:01010_도로\0003 준공사업\2020035 국가지원지방도68호선(경주강동~안강)건설공사 기본 및 실시설계용역(측량),2025-02-27 09:17:40,01010_도로,True,1,True,2,False,0,False,0,True,2,False,0,False,0,False,0,False,0,,
20200039,2020039_해남 어불도 연륙교 개설사업 기본 및 실시설계,Z:01010_도로\2020039_해남 어불도 연륙교 개설사업 기본 및 실시설계,2025-02-27 06:41:14,01010_도로,False,0,True,1,True,2,True,3,True,3,False,0,False,0,False,0,False,0,,
20200041,"2020041_동해항 3단계진입도로 건설공사 기본 및 실시설계(동해해수청, 13억)","Z:01010_도로\2020041_동해항 3단계진입도로 건설공사 기본 및 실시설계(동해해수청, 13억)",2025-02-27 06:41:18,01010_도로,True,3,True,3,True,3,True,1,True,2,True,3,True,2,False,0,True,2,,
20200053,2020053_광양항 율촌산단 연결도로 타당성검토(준공),Z:01010_도로\0003 준공사업\2020053_광양항 율촌산단 연결도로 타당성검토(준공),2025-02-27 06:19:55,01010_도로,False,0,True,2,True,3,True,1,True,1,False,0,True,1,False,0,True,1,,
20200086,2020086_(2단계)다차로 하이패스 기반시설 개량공사 기본 및 실시설계용역,Z:01010_도로\0003 준공사업\2020086_(2단계)다차로 하이패스 기반시설 개량공사 기본 및 실시설계용역,2025-02-27 06:20:04,01010_도로,True,1,True,1,True,1,True,3,True,1,False,0,True,1,False,0,True,3,,
20200103,2020103_장흥 유치 지방도 확포장공사 실시설계용역(전라남도),Z:01010_도로\0003 준공사업\2020103_장흥 유치 지방도 확포장공사 실시설계용역(전라남도),2025-02-27 10:17:15,01010_도로,False,0,True,3,True,1,True,3,True,2,True,1,True,1,False,0,True,3,,
20200131,C2020131 미얀마 GMS Highway Modernization Project 설계 및 감리용역,Z:01010_도로\0004 해외사업\C2020131 미얀마 GMS Highway Modernization Project 설계 및 감리용역,2025-02-27 06:34:56,01010_도로,True,3,True,1,True,1,True,3,True,2,False,0,False,0,True,1,False,0,,
20200145,2020145_청벽산공원사거리~엑스포아파트간 도로확장 기본 및 실시설계용역(대전시),Z:01010_도로\0003 준공사업\2020145_청벽산공원사거리~엑스포아파트간 도로확장 기본 및 실시설계용역(대전시),2025-02-27 06:41:35,01010_도로,True,2,True,3,True,3,True,3,True,1,True,3,False,0,False,0,True,2,,
20200184,C2020184 네팔 SASEC Highway Improvement Project,Z:01010_도로\0004 해외사업\C2020184 네팔 SASEC Highway Improvement Project,2025-02-27 06:41:57,01010_도로,True,3,False,0,False,0,True,3,False,0,False,0,True,3,False,0,True,3,,
20200192,"2020192_경안,곤지암천변 도로조성, 순환도로망 구축 타당성평가 및 기본계획","Z:01010_도로\0003 준공사업\2020192_경안,곤지암천변 도로조성, 순환도로망 구축 타당성평가 및 기본계획",2025-02-27 06:20:45,01010_도로,True,1,True,1,False,0,True,1,True,1,False,0,True,3,False,0,False,0,,
20200200,2020200 둔터지구내 도로개설공사 기본 및 실시설계용역,Z:01010_도로\0003 준공사업\2020200 둔터지구내 도로개설공사 기본 및 실시설계용역,2025-02-27 06:20:53,01010_도로,True,2,True,1,True,3,True,3,False,0,False,0,True,3,False,0,True,2,,
20200201,2020201 속달지구내 도로개설공사 기본 및 실시설계용역,Z:01010_도로\0003 준공사업\2020201 속달지구내 도로개설공사 기본 및 실시설계용역,2025-02-27 06:21:01,01010_도로,True,2,True,1,True,3,True,3,False,0,False,0,True,3,False,0,True,2,,
20200208,2020208_고모IC~송우간 도로 확포장 공사 기본 및 실시설계용역(포천시),Z:01010_도로\2020208_고모IC~송우간 도로 확포장 공사 기본 및 실시설계용역(포천시),2025-02-27 06:21:19,01010_도로,True,1,True,3,True,3,True,3,True,1,True,1,False,0,False,0,False,0,,
20200211,2020211_북부순환도로(2단계) 개설공사 실시설계용역(창원시),Z:01010_도로\2020211_북부순환도로(2단계) 개설공사 실시설계용역(창원시),2025-02-27 06:21:29,01010_도로,True,1,True,3,True,3,True,3,True,2,False,0,False,0,False,0,False,0,,
20200247,"2020247_인천남항 우회도로 건설사업 타당성조사용역(인천항만공사, 4억)","Z:01010_도로\0003 준공사업\2020247_인천남항 우회도로 건설사업 타당성조사용역(인천항만공사, 4억)",2025-02-27 08:44:11,01010_도로,True,3,True,3,True,3,True,2,True,2,False,0,True,3,False,0,True,3,,
20200255,2020255_양평~이천 건설공사(1공구) 매입말뚝 한계상태설계법 보완설계용역,Z:01010_도로\0003 준공사업\2020255_양평~이천 건설공사(1공구) 매입말뚝 한계상태설계법 보완설계용역,2025-02-27 06:21:52,01010_도로,True,2,True,2,True,2,False,0,False,0,False,0,True,3,False,0,False,0,,
20200260,"20200260_경산대임 공공주택지구 지구외 도로 조사설계용역(LH,22억)","Z:01010_도로\20200260_경산대임 공공주택지구 지구외 도로 조사설계용역(LH,22억)",2025-02-27 06:22:00,01010_도로,True,1,True,1,True,3,True,3,True,2,False,0,False,0,False,0,True,2,,
