project_id,department,project_name,timestamp,contract_exists,contract_count,specification_exists,specification_count,initiation_exists,initiation_count,agreement_exists,agreement_count,budget_exists,budget_count,deliverable1_exists,deliverable1_count,deliverable2_exists,deliverable2_count,completion_exists,completion_count,certificate_exists,certificate_count,evaluation_exists,evaluation_count
20070089,01010_도로부,인천가정 경명로 연결도로외 3개도로 기본 및 실시설계용역,2025-03-03 07:33:55,True,3,True,3,False,0,True,3,True,1,True,3,True,3,True,3,True,2,False,0
20140103,06010_환경사업부,고막원천 다시2지구 등 3개사업 사후환경영향조사용역,2025-03-03 07:34:01,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20150153,06010_환경사업부,삽교천 삽교지구 하천환경정비사업 사후환경영향조사용역,2025-03-03 07:34:18,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20160031,06010_환경사업부,중앙선 도담~영천 복선전철(안동~영천구간) 사후환경영향조사 용역,2025-03-03 07:34:42,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,1
20170064,06010_환경사업부,파주~양주.포천 고속도로 건설사업 사후환경영향조사 용역,2025-03-03 07:35:03,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20170185,04010_도시계획부,속초00지구 토지이용구상 및 사업타당성조사 용역 인력지원,2025-03-03 07:35:19,True,3,True,3,True,1,False,0,True,2,True,3,True,1,True,3,False,0,False,0
20170189,06010_환경사업부,포승~평택 철도건설(안중~오성) 사후환경영향조사용역,2025-03-03 07:35:28,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20180019,01010_도로부,고레-마샤-테피 도로 디자인 빌드 프로젝트 개념설계 검토 및 시공감리용역,2025-03-03 07:35:35,True,3,False,0,False,0,True,3,True,3,True,3,True,1,True,3,True,3,False,0
20180053,01030_구조부,아르메니아-조지아 국경Bagratashen교량 건설 시공감리용역,2025-03-03 07:35:54,True,3,False,0,False,0,True,3,True,3,True,3,False,0,True,3,True,3,False,0
20180067,04010_도시계획부,고양 59개 GB해제취락 도시관리계획 재정비용역,2025-03-03 07:35:59,False,0,True,2,True,2,True,3,False,0,True,1,False,0,True,3,True,3,False,0
20180134,06010_환경사업부,남강+남강댐권역 하천기본계획수립 전략환경영향평가 용역,2025-03-03 07:36:29,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20190011,01010_도로부,Project Implementation Consultants for SASEC Road Connectivity Project-II(방글라데시),2025-03-03 07:36:35,True,3,True,1,False,0,True,3,True,3,False,0,False,0,False,0,False,0,False,0
20190120,04010_도시계획부,합천군 관리계획(재정비) 수립 용역,2025-03-03 07:36:59,True,2,True,2,True,1,True,2,True,1,True,1,False,0,False,0,False,0,False,0
20190132,04010_도시계획부,원주 반곡동 민간임대주택사업 기본계획 및 지구단위계획 수립 용역,2025-03-03 07:37:12,True,3,True,1,False,0,False,0,True,1,True,2,True,3,False,0,False,0,False,0
20190160,04010_도시계획부,횡성 앞들2지구 도시개발사업 수립용역(환지방식),2025-03-03 07:37:25,True,2,True,3,True,3,True,3,True,2,True,1,True,1,True,1,False,0,False,0
20190217,01030_구조부,금호워터폴리스 산업단지 진입도로 건설 기본 및 실시설계용역,2025-03-03 07:38:16,True,3,True,3,True,3,True,1,True,3,True,3,True,3,True,3,False,0,False,0
20200097,04010_도시계획부,서울00위탁개발사업 지정 제안 및 사전재해영향성 검토 용역,2025-03-03 07:38:41,True,3,True,3,True,2,False,0,True,1,True,3,True,1,False,0,False,0,False,0
20200115,06010_환경사업부,군산항 장항항 사후환경영향조사용역,2025-03-03 07:38:59,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20200131,01010_도로부,미얀마 GMS Highway Modernization Project 설계 및 감리용역,2025-03-03 07:39:03,True,3,True,2,False,0,True,3,True,3,False,0,False,0,False,0,False,0,True,1
20200184,01010_도로부,네팔 SASEC Highway Improvement Projcet,2025-03-03 07:39:40,True,3,False,0,False,0,True,3,True,3,True,3,True,1,True,3,True,3,False,0
20200197,04010_도시계획부,2040년 세종도시기본계획 수립 용역,2025-03-03 07:39:47,True,3,True,3,True,3,True,3,True,2,True,3,False,0,True,2,True,3,False,0
20200279,04010_도시계획부,남해 해안경관지구 프로젝트 기본구상 용역,2025-03-03 07:40:07,True,1,True,3,True,3,False,0,False,0,True,1,False,0,False,0,False,0,False,0
20210090,06010_환경사업부,충북20공공지원1 전략환경영향평가 용역,2025-03-03 07:40:33,True,3,True,3,True,3,False,0,True,3,True,3,True,3,False,0,True,3,False,0
20210112,06010_환경사업부,황강 용주지구 하천환경정비사업 환경영향평가용역,2025-03-03 07:40:49,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20210135,06010_환경사업부,아산국가산업단지(우정지구)유보지 조성사업 환경영향평가 용역,2025-03-03 07:41:12,True,3,True,3,True,3,True,1,True,3,True,3,True,3,False,0,False,0,False,0
20210166,04010_도시계획부,태백 철암 고터실 산업단지 조성사업 개발계획수립 및 기본.실시설계 용역,2025-03-03 07:41:40,True,3,False,0,True,3,True,3,True,3,True,3,True,1,True,3,True,3,False,0
20210204,06010_환경사업부,섬진강댐 및 섬진강댐 하류권역 하천기본계획 전략환경영향평가용역,2025-03-03 07:42:09,True,3,True,3,True,3,True,3,False,0,True,3,True,3,True,3,True,3,False,0
20210210,01010_도로부,용인 포곡스마트 물류단지 진입도로 설계 및 건설단계 건설사업관리용역,2025-03-03 07:42:14,True,3,True,3,True,3,False,0,True,2,True,3,True,3,True,3,False,0,False,0
20210219,04010_도시계획부,인천 항동 물류창고 개발사업 용역,2025-03-03 07:42:34,True,3,False,0,False,0,False,0,True,3,False,0,False,0,True,2,False,0,False,0
20210235,01010_도로부,신림~봉천 터널 도로건설공사(1공구) 환기소 이전 설계비 인력지원,2025-03-03 07:42:52,True,3,True,3,True,1,False,0,True,2,True,3,True,3,True,3,False,0,False,0
20210251,01010_도로부,국도37호선 양평옥천-가평설악 도로건설공사 기본 및 실시설계용역,2025-03-03 07:43:14,True,2,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20220001,01010_도로부,네팔 Mahendra Highway(H01) Kakarabhitta-Laukahi(120km) 구간 기존 도로 및 구조물 개량 예비타당성조사,2025-03-03 07:43:20,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
20220003,04010_도시계획부,세종 눌왕지구 도시개발사업 조사설계용역(재해),2025-03-03 07:43:23,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
20220004,06010_환경사업부,세종 눌왕지구 도시개발사업 조사설계용역(환경),2025-03-03 07:43:32,True,2,False,0,False,0,False,0,True,3,True,1,False,0,True,1,False,0,False,0
20220020,01010_도로부,남원 주천~고기 국가지원지방도 시설개량공사 기본 및 실시설계용역,2025-03-03 07:43:46,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,1,False,0
20220074,04010_도시계획부,평택시 성장관리계획 수립 용역,2025-03-03 07:44:26,True,2,True,2,True,2,True,2,True,1,True,1,False,0,False,0,False,0,False,0
20220079,01030_구조부,타지키스탄 CARs-4/QCBS-01 도로 업그레이드 건설 기본 및 실시설계,2025-03-03 07:44:34,True,3,False,0,False,0,True,2,True,3,False,0,False,0,True,1,True,3,False,0
