project_id,department_code,department,project_name,Status,Contractor,timestamp,remark,contract_exists,specification_exists,initiation_exists,agreement_exists,budget_exists,deliverable1_exists,deliverable2_exists,completion_exists,certificate_exists,evaluation_exists,contract_count,specification_count,initiation_count,agreement_count,budget_count,deliverable1_count,deliverable2_count,completion_count,certificate_count,evaluation_count
20240029,01010,01010_도로부,북면 농어촌도로103호(백담선) 도로교통 개선사업 타당성조사 및 기본계획 검토 용역,준공,주관사,2025-03-03 23:58:51,Z:01010_도로\20240029 북면농어촌도로 103호(백담선)도로교통개선사업 타당성조사 및 기본계획 검토용역(인제군),1,1,1,1,1,0,0,1,1,0,3,3,3,3,3,0,0,3,3,0
20240042,01010,01010_도로부,수도교~벌리신호등 간 도시계획도로 개설 실시설계(보완) 용역,준공,주관사,2025-03-03 23:58:51,Z:01010_도로\0003 준공사업\20240042_수도교-벌리신호등간 도시계획도로 개설 실시설계(보완)(사천시-외부 유출 절대금지. 사천시 업체와 소송중),1,1,1,0,1,1,1,1,1,0,3,3,2,0,2,3,3,3,3,0
20240151,01010,01010_도로부,대동~매리 종점부 선형변경 및 실시설계용역,진행,주관사,2025-03-03 23:58:52,Z:01010_도로\20240151_대동~매리 종점부 선형변경 및 실시설계용역(경상남도-남해종합개발),1,1,1,0,1,1,1,1,1,0,3,3,3,0,1,3,3,2,2,0
20230087,01020,01020_공항및인프라사업부,(용역)새만금국제공항 건설공사 기본설계 설계용역(공항/토질 및 기초),준공,주관사,2025-03-03 23:58:48,Z:01020_공항인프라\1. 진행사업\C20230087_(용역)새만금국제공항 건설공사 기본설계 설계용역(공항토질 및 기초),1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
20230236,01020,01020_공항및인프라사업부,지방공항 개발 로드맵 수립용역,준공,주관사,2025-03-03 23:58:50,Z:01020_공항인프라\1. 진행사업\C20230236_지방공항 개발 로드맵 수립용역,1,1,1,1,1,1,0,1,1,0,1,3,3,3,1,3,0,3,3,0
20180053,01030,01030_구조부,아르메니아-조지아 국경Bagratashen교량 건설 시공감리용역,진행,주관사,2025-03-03 23:58:43,Z:01030_구조\2018053 아르메니아-조지아 New Bagratashen Bridge 시공감리용역,1,0,0,1,1,1,0,1,1,0,3,0,0,3,3,3,0,3,3,0
20190217,01030,01030_구조부,금호워터폴리스 산업단지 진입도로 건설 기본 및 실시설계용역,준공,비주관사,2025-03-03 23:58:44,Z:01030_구조\2019217_금호워터폴리스 산업단지 진입도로 건설 기본 및 실시설계,1,1,1,1,1,1,1,1,1,0,3,3,3,1,3,3,3,3,3,0
20220079,01030,01030_구조부,타지키스탄 CARs-4/QCBS-01 도로 업그레이드 건설 기본 및 실시설계,준공,비주관사,2025-03-03 23:58:46,Z:01030_구조\20220079 타지키스탄 CARs-4QCBS-01 도로 업그레이드 건설 기본 및 실시설계,1,0,0,1,1,0,0,1,1,0,3,0,0,2,3,0,0,1,3,0
20220223,01030,01030_구조부,영동대로 지하공간 복합개발 4공구 건설공사(토목) 변경설계,준공,비주관사,2025-03-03 23:58:47,Z:01030_구조\20220223 영동대로 지하공간 복합개발 4공구 변경설계,1,1,0,0,1,1,1,0,1,0,3,2,0,0,2,3,3,0,2,0
20230029,01030,01030_구조부,남양주왕숙 국도47호선 이설(지하화)공사 T/K 입찰(기본)설계 용역,준공,비주관사,2025-03-03 23:58:48,Z:01030_구조\20230029_남양주왕숙 국도47호선 이설(지하화)공사 실시설계 용역,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0
20230128,01030,01030_구조부,2023년 교량 내진성능평가 및 내진보강 설계용역(1구간),준공,비주관사,2025-03-03 23:58:49,Z:01030_구조\20230128 2023년 교량 내진성능평가 및 내진보강 설계용역(1구간),0,1,1,1,1,1,1,1,1,0,0,3,3,3,2,3,3,2,1,0
20230216,01030,01030_구조부,광주송정~순천 철도건설 제4공구 건설공사 입찰설계 (구조),준공,주관사,2025-03-03 23:58:50,Z:01030_구조\20230216 광주송정~순천 철도건설 제4공구 건설공사 기본설계,1,1,1,1,1,1,1,1,1,0,3,3,3,1,1,3,3,3,1,0
20230240,01030,01030_구조부,고속국도 제30호 서산~영덕선 대산~당진간 건설공사(제3공구) 대안제시형 낙찰제 설계용역,준공,주관사,2025-03-03 23:58:50,Z:01030_구조\20230240 고속국도 제30호 서산-영덕선(대산-당진간)건설공사 제3공구 대안제시형 낙찰제 설계용역,1,1,0,1,1,1,1,1,0,0,1,3,0,3,3,3,3,3,0,0
20240140,01030,01030_구조부,"""송산그린시티 서측지구 도시물순환 및 블루그린네트워크(1단계) 조성공사(제2공구)"" T/K 기본설계 용역",진행,비주관사,2025-03-03 23:58:51,Z:01030_구조\20240140_송산그린시티 서측지구 도시물순환 및 블루그린네트워크(1단계) 조성공사(제2공구) TK 기본설계 용역,0,1,0,0,1,1,1,0,0,0,0,1,0,0,3,3,3,0,0,0
20240145,01030,01030_구조부,고속국도 제30호 서산~영덕선 대산~당진간 건설공사(제3공구) 대안제시형 낙찰제 반영설계용역,준공,주관사,2025-03-03 23:58:51,Z:01030_구조\20240145 고속국도 제30호 서산-영덕선(대산-당진간) 건설공사 (제3공구) 대안제시형 낙찰제 반영설계용역,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,3,3,0,0,0
20240179,01030,01030_구조부,서울도시철도7호선 청라국제도시연장 추가정거장(005-1) 건설공사 기술제안 입찰용역,진행,비주관사,2025-03-03 23:58:52,Z:01030_구조\20240179 서울도시철도7호선 청라국제도시연장 추가정거장(005-1)건설공사 기술제안,1,1,0,1,1,1,1,1,1,0,3,2,0,2,1,3,3,2,3,0
20190088,02010,02010_상하수도부,백석천 비점오염 저감사업 기본 및 실시설계 용역,준공,주관사,2025-03-03 23:58:43,No directory (Project ID 20190088 not found for department 02010),1,1,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,2,0
20200218,02010,02010_상하수도부,거제시 지방상수도 현대화사업 기본 및 실시설계 용역,준공,주관사,2025-03-03 23:58:44,No directory (Project ID 20200218 not found for department 02010),1,1,1,1,0,1,1,1,1,0,3,3,3,2,0,3,3,3,3,0
20210129,02010,02010_상하수도부,회야하수처리시설 증설사업 실시설계용역,준공,비주관사,2025-03-03 23:58:45,No directory (Project ID 20210129 not found for department 02010),1,1,1,1,0,1,1,1,1,0,3,3,2,1,0,3,3,3,3,0
20210165,02010,02010_상하수도부,성산 농어촌마을 하수도 설치사업 실시설계 용역,준공,주관사,2025-03-03 23:58:45,No directory (Project ID 20210165 not found for department 02010),1,1,1,1,1,1,1,1,1,1,3,3,3,1,2,3,3,2,1,1
20220035,02010,02010_상하수도부,하수도정비 중점관리지역(동천배수구역) 정비사업 기본 및 실시설계용역,준공,주관사,2025-03-03 23:58:46,No directory (Project ID 20220035 not found for department 02010),1,1,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,3,0
20220094,02010,02010_상하수도부,상계1-3 소구역 하수관로 정비사업 기본 및 실시설계용역,준공,비주관사,2025-03-03 23:58:46,No directory (Project ID 20220094 not found for department 02010),1,1,1,1,1,0,0,1,1,0,3,3,2,2,1,0,0,3,3,0
20220123,02010,02010_상하수도부,군산공업용수도 노후관 개량사업(1차) 기본 및 실시설계용역,준공,비주관사,2025-03-03 23:58:46,No directory (Project ID 20220123 not found for department 02010),1,1,1,1,1,0,0,1,1,0,3,2,2,3,2,0,0,3,3,0
20220151,02010,02010_상하수도부,광양만권경제자유구역 경도지구 오수처리계획 변경 용역,진행,주관사,2025-03-03 23:58:46,No directory (Project ID 20220151 not found for department 02010),1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,3,2,1,0
20220261,02010,02010_상하수도부,광역 및 공업용수도 자산관리체계 시범구축 확대 용역(3권역),준공,비주관사,2025-03-03 23:58:47,No directory (Project ID 20220261 not found for department 02010),1,1,1,1,1,1,0,1,1,0,3,3,3,3,1,3,0,3,1,0
20230007,02010,02010_상하수도부,봉화군 물 재이용 관리계획(변경) 수립 용역,준공,주관사,2025-03-03 23:58:48,No directory (Project ID 20230007 not found for department 02010),1,1,1,1,1,1,1,1,1,0,3,3,1,1,2,3,3,3,3,0
20230041,02010,02010_상하수도부,창원남천유역 비점오염저감시설 설치사업 기본 및 실시설계 용역,준공,주관사,2025-03-03 23:58:48,No directory (Project ID 20230041 not found for department 02010),1,1,1,0,1,1,1,1,0,0,3,2,2,0,1,3,3,1,0,0
20230099,02010,02010_상하수도부,동해북부 단위유역 유역하수도 정비계획 변경수립용역,준공,비주관사,2025-03-03 23:58:48,No directory (Project ID 20230099 not found for department 02010),1,1,1,1,1,1,0,1,0,0,2,1,2,3,2,3,0,2,0,0
20230107,02010,02010_상하수도부,합천군 정수장 기술진단 용역,준공,Unknown,2025-03-03 23:58:48,No directory (Project ID 20230107 not found in project list for any department),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230123,02010,02010_상하수도부,청도군 물 재이용 관리계획(변경) 수립 용역,준공,주관사,2025-03-03 23:58:49,No directory (Project ID 20230123 not found for department 02010),0,1,1,0,1,1,1,1,1,0,0,3,1,0,1,3,3,3,2,0
20230124,02010,02010_상하수도부,새다리 중계펌프장 주변 침수원인 조사용역,준공,주관사,2025-03-03 23:58:49,No directory (Project ID 20230124 not found for department 02010),0,1,1,0,0,1,0,1,0,0,0,3,1,0,0,3,0,2,0,0
20230166,02010,02010_상하수도부,(2023/24 KSP-IDB 공동컨설팅) 아르헨티나 하수처리수 재이용 계획 수립 용역,준공,주관사,2025-03-03 23:58:49,No directory (Project ID 20230166 not found for department 02010),1,1,1,1,0,1,1,1,1,0,3,3,3,3,0,3,2,2,3,0
20230171,02010,02010_상하수도부,호산동 일원 노후하수관로 정비사업 실시설계용역,준공,주관사,2025-03-03 23:58:49,No directory (Project ID 20230171 not found for department 02010),1,1,0,1,1,1,1,1,0,0,3,3,0,3,1,3,3,3,0,0
20230183,02010,02010_상하수도부,승기하수처리구역 하수관로 기술진단 용역,준공,비주관사,2025-03-03 23:58:49,No directory (Project ID 20230183 not found for department 02010),1,1,1,1,1,1,1,1,1,0,3,3,3,3,3,3,2,3,3,0
20240136,02010,02010_상하수도부,양산시 수도정비기본계획 부분변경 용역,준공,주관사,2025-03-03 23:58:51,No directory (Project ID 20240136 not found for department 02010),1,1,1,1,0,1,1,1,0,0,1,3,2,3,0,3,3,3,0,0
20240234,02010,02010_상하수도부,신현통합배수지 블록분할 변경 실시설계 용역,진행,Unknown,2025-03-03 23:58:52,No directory (Project ID 20240234 not found in project list for any department),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170185,04010,04010_도시계획부,속초00지구 토지이용구상 및 사업타당성조사 용역 인력지원,준공,주관사,2025-03-03 23:58:43,Z:04010_도시계획\3팀\2017-185. 속초00지구 토지이용이상 및 사업타당성조사,1,1,1,0,1,1,1,1,0,0,3,3,1,0,2,3,1,3,0,0
20180067,04010,04010_도시계획부,고양 59개 GB해제취락 도시관리계획 재정비용역,준공,비주관사,2025-03-03 23:58:43,Z:04010_도시계획\3팀\## 준공 (조사설계 제외)\2018-067. 고양 59개 GB해제취락 도시관리계획 재정비용역,0,1,1,1,0,1,0,1,1,0,0,2,2,3,0,1,0,3,3,0
20190120,04010,04010_도시계획부,합천군 관리계획(재정비) 수립 용역,준공,비주관사,2025-03-03 23:58:43,Z:04010_도시계획\창원팀\2019-120. 합천군 관리계획(재정비) 수립용역,1,1,1,1,1,1,0,0,0,0,2,2,1,2,1,1,0,0,0,0
20190132,04010,04010_도시계획부,원주 반곡동 민간임대주택사업 기본계획 및 지구단위계획 수립 용역,진행,주관사,2025-03-03 23:58:43,Z:04010_도시계획\1팀\2019-132. 원주 반곡동 민간임대주택사업 기본계획 및 지구단위계획 수립 용역,1,1,0,0,1,1,1,0,0,0,3,1,0,0,1,2,3,0,0,0
20190160,04010,04010_도시계획부,횡성 앞들2지구 도시개발사업 수립용역(환지방식),준공,주관사,2025-03-03 23:58:44,Z:04010_도시계획\1팀\2019-160. 횡성 앞들2지구 도시개발사업 수립용역(환지방식),1,1,1,1,1,1,1,1,0,0,2,3,3,3,2,1,1,1,0,0
20200097,04010,04010_도시계획부,서울00위탁개발사업 지정 제안 및 사전재해영향성 검토 용역,준공,주관사,2025-03-03 23:58:44,Z:04010_도시계획\1팀\2020-097. 서울00위탁개발사업 지정제안 및 사전재해영향성 검토용역,1,1,1,0,1,1,1,0,0,0,3,3,2,0,1,3,1,0,0,0
20200197,04010,04010_도시계획부,2040년 세종도시기본계획 수립 용역,준공,주관사,2025-03-03 23:58:44,Z:04010_도시계획\1팀\2020-197. 2040년 세종도시기본계획 수립 용역,1,1,1,1,1,1,1,0,0,0,1,3,3,2,1,3,3,0,0,0
20200279,04010,04010_도시계획부,남해 해안경관지구 프로젝트 기본구상 용역,준공,주관사,2025-03-03 23:58:44,Z:04010_도시계획\창원팀\2020-279. 남해 해안경관지구 프로젝트 기본구상 용역,1,1,1,0,0,1,0,0,0,0,1,3,3,0,0,1,0,0,0,0
20210166,04010,04010_도시계획부,태백 철암 고터실 산업단지 조성사업 개발계획수립 및 기본.실시설계 용역,준공,비주관사,2025-03-03 23:58:45,"Z:04010_도시계획\3팀\2021-166. 태백 철암 고터실 산업단지 조성사업 개발계획수립 및 기본,실시설계 용역",1,0,1,1,1,1,1,1,1,0,3,0,3,3,3,3,1,3,3,0
20210219,04010,04010_도시계획부,인천 항동 물류창고 개발사업 용역,진행,주관사,2025-03-03 23:58:45,Z:04010_도시계획\2팀\2021-219. 인천 항동 물류창고 개발사업 용역,1,0,0,0,1,0,0,1,0,0,3,0,0,0,3,0,0,2,0,0
20220001,04010,04010_도시계획부,세종 눌왕지구 도시개발사업 조사설계용역,진행,주관사,2025-03-03 23:58:45,Z:04010_도시계획\1팀\2022-001. 세종 눌왕지구 도시개발사업 조사설계용역★,1,1,0,1,1,1,0,0,1,0,3,2,0,3,3,3,0,0,3,0
20220003,04010,04010_도시계획부,세종 눌왕지구 도시개발사업 조사설계용역(재해),진행,주관사,2025-03-03 23:58:45,Z:04010_도시계획\해외사업\해외사업 월간회의\2022.03(04.25),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20220074,04010,04010_도시계획부,평택시 성장관리계획 수립 용역,준공,비주관사,2025-03-03 23:58:46,Z:04010_도시계획\2팀\2022-074. 평택시 성장관리계획 수립 용역,1,1,1,1,1,1,0,0,0,0,2,2,2,2,1,1,0,0,0,0
20220134,04010,04010_도시계획부,경기21 공공주택 03지구 및 04지구 사업타당성조사 용역,준공,주관사,2025-03-03 23:58:46,Z:04010_도시계획\2팀\2022-134. 경기21 공공주택 03지구 및 04지구 사업타당성조사 용역,1,1,1,0,1,1,0,0,0,0,2,3,3,0,1,3,0,0,0,0
20220210,04010,04010_도시계획부,베트남 흥옌성 산업단지 1구역 사업타당성 조사용역,준공,주관사,2025-03-03 23:58:47,Z:04010_도시계획\2팀\00 준공과업\2022-210. 베트남 흥옌성 산업단지 1구역 사업타당성 조사용역,1,1,1,1,1,1,0,0,0,0,1,2,3,3,1,3,0,0,0,0
20220215,04010,04010_도시계획부,에티오피아 아디스아바바 강변개발 마스터플랜 수립지원 및 Sheger강 상류 수질 및 수변정화 사업 PMC 용역,준공,비주관사,2025-03-03 23:58:47,Z:04010_도시계획\3팀\2022-215. 에티오피아 아디스아바바 강변개발 마스터플랜 수립지원 및 Sheger강 상류 수질 및 수변정화 사업,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0
20220262,04010,04010_도시계획부,경남항공 국가산단 스마트그린산단 종합계획 수립,준공,비주관사,2025-03-03 23:58:48,Z:04010_도시계획\창원팀\2022-262. 경남항공 국가산단 스마트그린산단 종합계획 수립,1,1,1,1,1,0,0,0,0,0,2,3,3,1,1,0,0,0,0,0
20230003,04010,04010_도시계획부,당진 성장관리계획구역 지정 및 성장관리계획 수립 용역,준공,주관사,2025-03-03 23:58:48,No directory (Project ID 20230003 not found for department 04010),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
20230044,04010,04010_도시계획부,우주발사체 사이언스 콤플렉스 조성 타당성조사 기획연구,준공,주관사,2025-03-03 23:58:48,Z:04010_도시계획\2팀\2023-044. 우주발사체 사이언스 콤플렉스 조성 타당성조사 기획연구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230121,04010,04010_도시계획부,베트남 하남 신도시 개발사업 예비 타당성조사,준공,비주관사,2025-03-03 23:58:49,Z:04010_도시계획\2팀\00 준공과업\2023-121. 베트남 하남신도시 개발사업 예비타당성조사,1,1,1,0,1,1,0,0,1,1,3,3,3,0,1,3,0,0,3,1
20230218,04010,04010_도시계획부,고성군 성장관리계획구역 지정 및 관리계획 수립 용역,준공,비주관사,2025-03-03 23:58:50,Z:04010_도시계획\창원팀\2023-218. 고성군 성장관리계획구역 지정 및 관리계획 수립 용역,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
20240083,04010,04010_도시계획부,남부화물선 개발제한구역 관리계획변경(경미한 변경) 용역,준공,Unknown,2025-03-03 23:58:51,No directory (Project ID 20240083 not found in project list for any department),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140103,06010,06010_환경사업부,고막원천 다시2지구 등 3개사업 사후환경영향조사용역,준공,비주관사,2025-03-03 23:58:42,Z:06010_환경\2팀\02.사후환경영향조사\2014103┃고막원천 다시2지구 등 3개사업,1,1,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,3,0
20150153,06010,06010_환경사업부,삽교천 삽교지구 하천환경정비사업 사후환경영향조사용역,준공,주관사,2025-03-03 23:58:42,Z:06010_환경\1팀\02.사후환경영향조사\@완료\2015153┃삽교천 삽교지구 하천환경정비사업,1,1,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,3,0
20160031,06010,06010_환경사업부,중앙선 도담~영천 복선전철(안동~영천구간) 사후환경영향조사 용역,진행,주관사,2025-03-03 23:58:42,Z:06010_환경\1팀\02.사후환경영향조사\20160031┃중앙선 도담~영천 복선전철(안동~영천구간) 사후환경영향조사 용역(추가분),1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1
20170064,06010,06010_환경사업부,파주~양주.포천 고속도로 건설사업 사후환경영향조사 용역,진행,비주관사,2025-03-03 23:58:42,"Z:06010_환경\2팀\02.사후환경영향조사\2017064┃파주-양주, 포천 고속도로 건설사업",1,1,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,3,0
20170189,06010,06010_환경사업부,포승~평택 철도건설(안중~오성) 사후환경영향조사용역,진행,주관사,2025-03-03 23:58:43,Z:06010_환경\2팀\02.사후환경영향조사\2017189┃포승~평택 철도건설(안중~오성),1,1,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,3,0
20180134,06010,06010_환경사업부,남강+남강댐권역 하천기본계획수립 전략환경영향평가 용역,준공,비주관사,2025-03-03 23:58:43,Z:06010_환경\2팀\03.전략환경영향평가\2018134┃남강+남강댐권역 하천기본계획수립,1,1,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,3,0
20200115,06010,06010_환경사업부,군산항 장항항 사후환경영향조사용역,준공,주관사,2025-03-03 23:58:44,Z:06010_환경\1팀\02.사후환경영향조사\20200115┃군산항 장항항 사후환경영향조사용역,1,1,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,3,0
20210090,06010,06010_환경사업부,충북20공공지원1 전략환경영향평가 용역,준공,주관사,2025-03-03 23:58:44,Z:06010_환경\1팀\03.전략환경영향평가\@완료\2021090ㅣ충북20공공지원1 전략(LH 충북지역본부),1,1,1,0,1,1,1,0,1,0,3,3,3,0,3,3,3,0,3,0
20210112,06010,06010_환경사업부,황강 용주지구 하천환경정비사업 환경영향평가용역,준공,주관사,2025-03-03 23:58:45,Z:06010_환경\2팀\01.환경영향평가\2021112┃황강 용주지구 하천환경정비사업 환경영향평가,1,1,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,3,0
